FACID,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,CITY,ZIP,ZIP9,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,LICENSE_NUMBER,BUSINESS_NAME,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,OSHPD_ID,STREETNUM,STREETNAME,CCLHO_CODE,CCLHO_NAME,FIPS_COUNTY_CODE,BIRTHING_FACILITY_FLAG,TRAUMA_PED_CTR,TRAUMA_CTR
050001446,SANTA BARBARA ENDOSCOPY CENTER LLC,ASC,SURGICAL CLINIC,NON-LTC,0,25 W MICHELTORENA ST,SANTA BARBARA,93101,2509,"BAUGHMAN, CHRIS",,,(805) 966-1600,520,SANTA BARBARA,05,VENTURA,Y,050000579,SANTA BARBARA ENDOSCOPY CENTER LLC,04AUG2003,07AUG2007,03NOV2008,LIMITED LIABILITY COMPANY,34.42528,-119.708921,"(-119.708921,34.42528)",306424061,25,W MICHELTORENA ST,42,SANTA BARBARA,	083,,,
050001449,POSADA AMBULATORY SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,322 POSADA LN,TEMPLETON,93465,4003,"SALDO, STEVEN L",,(805) 591-3355,(805) 591-3344,500,SAN LUIS OBISPO,05,VENTURA,Y,050000580,POSADA AMBULATORY SURGERY CENTER LP,08OCT2003,08NOV2010,07NOV2011,PARTNERSHIP,35.55268,-120.721921,"(-120.721921,35.55268)",306404047,322,POSADA LN,40,SAN LUIS OBISPO,	079,,,
050001450,VENTURA SURGERY CENTER INC,ASC,SURGICAL CLINIC,NON-LTC,0,1752 S VICTORIA AVE,VENTURA,93003,6194,"COX, JEFF A",,,(805) 654-8115,660,VENTURA,05,VENTURA,Y,050000587,VENTURA SURGERY CENTER INC,14JUN2004,14JUN2007,13JUN2008,PROFIT CORP,34.258327,-119.210821,"(-119.210821,34.258327)",306564128,1752,S VICTORIA AVE,56,VENTURA,	111,,,
050001451,PACIFIC SURGERY CENTER OF VENTURA,ASC,SURGICAL CLINIC,NON-LTC,0,3805 TELEGRAPH RD,VENTURA,93003,3422,"WINTERMUTE, KEITH",,(805) 654-1103,(805) 644-9001,660,VENTURA,05,VENTURA,Y,050000581,PACIFIC COAST SURGICAL CENTERS 15,25FEB2004,24FEB2008,23FEB2009,PROFIT CORP,34.27406,-119.243611,"(-119.243611,34.27406)",306564127,3805,TELEGRAPH RD,56,VENTURA,	111,,,
050001452,TEMPLETON ENDOSCOPY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,1320 LAS TABLAS RD,TEMPLETON,93465,9711,"HULBERT, SUSAN",DMILLER@CCGASTRO.COM,(805) 434-9952,(805) 434-2353,500,SAN LUIS OBISPO,05,VENTURA,Y,050000582,THE SAN LUIS OBISPO CA ENDOSCOPY ASC LP,28APR2004,29APR2007,28APR2008,PARTNERSHIP,35.55563,-120.722551,"(-120.722551,35.55563)",306404048,1320,LAS TABLAS RD,40,SAN LUIS OBISPO,	079,,,
050001455,VENTURA ENDOSCOPY CENTER LLC,ASC,SURGICAL CLINIC,NON-LTC,0,5810 RALSTON ST,VENTURA,93003,5900,"BAUGHMAN, CHRIS",,,(805) 650-5500,660,VENTURA,05,VENTURA,Y,050000592,VENTURA ENDOSCOPY CENTER LLC,30JUL2004,30NOV2007,29NOV2008,LIMITED LIABILITY COMPANY,34.26031,-119.212301,"(-119.212301,34.26031)",306564133,5810,RALSTON ST,56,VENTURA,	111,,,
050001456,COAST AMBULATORY SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,1101 LAS TABLAS RD,TEMPLETON,93465,5604,,,,(805) 434-2009,500,SAN LUIS OBISPO,05,VENTURA,Y,,,,,,,35.55386,-120.718611,"(-120.718611,35.55386)",,1101,LAS TABLAS RD,40,SAN LUIS OBISPO,	079,,,
050001457,COMMUNITY HEALTH CENTERS MORRO BAY,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,660 HARBOR ST,MORRO BAY,93442,1906,"CASTLE, RONALD  E",,,(805) 929-3211,500,SAN LUIS OBISPO,05,VENTURA,Y,050000585,"COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST, INC.",04JUN2004,04JUN2018,03JUN2019,NONPROFIT CORP,35.36663,-120.845801,"(-120.845801,35.36663)",306404051,660,HARBOR ST,40,SAN LUIS OBISPO,	079,,,
050001459,COMMUNITY HEALTH CENTERS WOMENS HEALTH,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1551 BISHOP ST,SAN LUIS OBISPO,93401,4661,"CASTLE, RONALD  E",,,(805) 549-0402,500,SAN LUIS OBISPO,05,VENTURA,Y,050000584,"COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST, INC.",03JUN2004,03JUN2018,02JUN2019,NONPROFIT CORP,35.27427,-120.645631,"(-120.645631,35.27427)",306404064,1551,BISHOP ST,40,SAN LUIS OBISPO,	079,,,
050001460,COMMUNITY HEALTH CENTERS ATASCADERO,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,7512 MORRO RD # 7516,ATASCADERO,93422,4404,"CASTLE, RONALD  E",,(805) 792-1485,(805) 792-1400,500,SAN LUIS OBISPO,05,VENTURA,Y,050000586,"COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST, INC.",04JUN2004,06JUN2018,05JUN2019,NONPROFIT CORP,35.47715,-120.667801,"(-120.667801,35.47715)",306404066,7512,MORRO RD # 7516,40,SAN LUIS OBISPO,	079,,,
050001461,COASTAL SURGICAL INSTITUTE,ASC,SURGICAL CLINIC,NON-LTC,0,921 OAK PARK BLVD,PISMO BEACH,93449,3289,"GUETLEIN, SEAN",,(805) 473-9851,(805) 473-9850,500,SAN LUIS OBISPO,05,VENTURA,Y,050000593,COASTAL SURGICAL SPECIALISTS INC,18AUG2004,18NOV2007,17NOV2008,PROFIT CORP,35.13564,-120.605271,"(-120.605271,35.13564)",306404053,921,OAK PARK BLVD,40,SAN LUIS OBISPO,	079,,,
050001462,GUARDIAN ANGEL HOME HEALTH AGENCY INC,HHA,HOME HEALTH AGENCY,NON-LTC,0,980 ENCHANTED WAY,SIMI VALLEY,93065,0913,"PONOMARENKO, JANNA",,,(805) 581-0244,660,VENTURA,05,VENTURA,Y,050000588,GUARDIAN ANGEL HOME HEALTH AGENCY INC,13JUL2004,13NOV2018,12NOV2019,PROFIT CORP,34.283413,-118.782709,"(-118.782709,34.283413)",406564130,980,ENCHANTED WAY,56,VENTURA,	111,,,
050001463,ENHANCEDCARE HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,821 S GARFIELD AVE,ALHAMBRA,91801,5839,"BUENO, KRISTIAN",ENHANCEDCAREHH@YAHOO.COM,(626) 570-6765,(626) 570-6760,200,LOS ANGELES,98,LOS ANGELES WEST,Y,050000589,BUENO AND SONS INC.,15JUL2004,28JAN2018,27JAN2019,PROFIT CORP,34.08651,-118.123391,"(-118.123391,34.08651)",406197128,821,S GARFIELD AVE,19,LOS ANGELES,	037,,,
050001464,MAXIM HEALTHCARE SERVICES INC,HHA,HOME HEALTH AGENCY,NON-LTC,0,500 E ESPLANADE DR,OXNARD,93036,0504,"JOSEPHSON, ADAM",KEVANCE@MAXHEALTH.COM,,(410) 910-1578,660,VENTURA,05,VENTURA,Y,050000590,"MAXIM HEALTHCARE SERVICES, INC.",20JUL2004,20NOV2017,19NOV2018,PROFIT CORP,34.2293,-119.172161,"(-119.172161,34.2293)",406564132,500,E ESPLANADE DR,56,VENTURA,	111,,,
050001468,"THOUSAND OAKS SURGICAL HOSP., A CAMPUS OF LOS ROBLES HOSP. & MEDICAL CTR.",GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,21,401 ROLLING OAKS DR,THOUSAND OAKS,91361,1050,"SHAW, ROBERT",CONTACTUS@TOHOSPITAL.COM,(805) 418-1381,(805) 777-7750,660,VENTURA,05,VENTURA,Y,050000039,LOS ROBLES HOSPITAL & MEDICAL CENTER,07NOV1968,01NOV2018,31OCT2019,PROFIT CORP,34.17462,-118.869321,"(-118.869321,34.17462)",106564121,401,ROLLING OAKS DR,56,VENTURA,	111,,,
050001469,INFINITE HOME HEALTH INC,HHA,HOME HEALTH AGENCY,NON-LTC,0,875 S WESTLAKE BLVD,WESTLAKE VILLAGE,91361,2902,"BIDARI, ZAHRA",TAIMOORBIDARI@YAHOO.COM,(805) 497-7771,(805) 497-1777,660,VENTURA,05,VENTURA,Y,050000594,INFINITE HOME HEALTH INC,04NOV2004,04NOV2018,03NOV2019,PROFIT CORP,34.15554,-118.827631,"(-118.827631,34.15554)",406564143,875,S WESTLAKE BLVD,56,VENTURA,	111,,,
050001470,PROFESSIONAL CARE HOME HEALTH SERVICES INC,HHA,HOME HEALTH AGENCY,NON-LTC,0,1720 E LOS ANGELES AVE,SIMI VALLEY,93065,2033,,,(805) 577-5901,(805) 577-0189,660,VENTURA,05,VENTURA,Y,050000595,PROFESSINAL CARE HOME HEALTH SERVICES INC,10NOV2004,06NOV2018,05NOV2019,PROFIT CORP,34.27089,-118.765491,"(-118.765491,34.27089)",406564158,1720,E LOS ANGELES AVE,56,VENTURA,	111,,,
050001471,CMH CENTER FOR FAMILY HEALTH FILLMORE,RHC/OP,PRIMARY CARE CLINIC,NON-LTC,0,852 W VENTURA ST,FILLMORE,93015,1837,,,,(805) 524-2672,660,VENTURA,05,VENTURA,Y,,,,,,,34.39516,-118.922001,"(-118.922001,34.39516)",,852,W VENTURA ST,56,VENTURA,	111,,,
050001472,CMH CENTER FOR FAMILY HEALTH SANTA PAULA,RHC/OP,PRIMARY CARE CLINIC,NON-LTC,0,242 E HARVARD BLVD,SANTA PAULA,93060,3372,,,,(805) 652-5490,660,VENTURA,05,VENTURA,Y,,,,,,,34.34658,-119.068451,"(-119.068451,34.34658)",,242,E HARVARD BLVD,56,VENTURA,	111,,,
050001475,ST THOMAS AQUINAS HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,765 E YUCCA ST,OXNARD,93033,6535,"BRANCHE-LEGOHN, CHARLENE V",,,(805) 488-0842,660,VENTURA,05,VENTURA,Y,050000597,,03FEB2005,03FEB2017,02FEB2018,INDIVIDUAL,34.16579,-119.168451,"(-119.168451,34.16579)",,765,E YUCCA ST,56,VENTURA,	111,,,
050001477,COMMUNITY PREGNANCY CLINIC,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,2045 ROYAL AVE,SIMI VALLEY,93065,4665,"LACKEY, JAN",,,(805) 583-3598,660,VENTURA,05,VENTURA,Y,550000022,COMMUNITY PREGNANCY CLINIC,03MAY2005,03MAY2018,02MAY2019,NONPROFIT CORP,34.26244,-118.757501,"(-118.757501,34.26244)",306564249,2045,ROYAL AVE,56,VENTURA,	111,,,
060000002,AHMC ANAHEIM REGIONAL MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,223,1111 W LA PALMA AVE,ANAHEIM,92801,2804,"CASTRO, RICHARD",,(714) 999-6027,(714) 774-1450,400,ORANGE,06,ORANGE COUNTY,Y,060000080,"AHMC ANAHEIM REGIONAL MEDICAL CENTER, LP",18FEB1958,01NOV2018,31OCT2019,PARTNERSHIP,33.84794,-117.933591,"(-117.933591,33.84794)",106301098,1111,W LA PALMA AVE,30,ORANGE,	059,YES,,
060000006,CHAPMAN GLOBAL MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,75,2601 E CHAPMAN AVE,ORANGE,92869,3206,"RICHARDS, SUZANNE",RON.GALONSKY@KPCHEALTH.COM,(714) 532-4345,(714) 633-0011,400,ORANGE,06,ORANGE COUNTY,Y,060000097,"CHAPMAN GLOBAL MEDICAL CENTER, INC.",03DEC1968,19JUL2018,07MAR2019,PROFIT CORP,33.78869,-117.826331,"(-117.826331,33.78869)",106301140,2601,E CHAPMAN AVE,30,ORANGE,	059,,,
060000007,CHILDREN'S HOSPITAL OF ORANGE COUNTY,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,334,1201 W LA VETA AVE,ORANGE,92868,4203,"GERLACH, MATT",,(714)509-7657,(714) 509-8953,400,ORANGE,06,ORANGE COUNTY,Y,060000011,CHILDREN'S HOSPITAL OF ORANGE COUNTY,01JUL1978,01DEC2018,30NOV2019,NONPROFIT CORP,33.78112,-117.865551,"(-117.865551,33.78112)",106300032,1201,W LA VETA AVE,30,ORANGE,	059,,LEVEL II - PEDIATRIC,
060000008,COLLEGE HOSPITAL COSTA MESA,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,23,301 VICTORIA ST,COSTA MESA,92627,1995,"TAYLOR, SUSAN",STAYLOR@COLLEGEHEALTHENT.COM,(562) 923-4030,(949) 642-2734,400,ORANGE,06,ORANGE COUNTY,Y,060000100,"CHCM, INC.",01SEP1987,01NOV2018,31OCT2019,PROFIT CORP,33.652585,-117.911222,"(-117.911222,33.652585)",106301155,301,VICTORIA ST,30,ORANGE,	059,,,
060000011,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,293,17100 EUCLID ST,FOUNTAIN VALLEY,92708,4004,"MCFARLAND, KENNETH",,(714)966-8039,(714)966-8011,400,ORANGE,06,ORANGE COUNTY,Y,060000109,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,01NOV1971,26OCT2018,10MAY2019,PROFIT CORP,33.71465,-117.933231,"(-117.933231,33.71465)",106301175,17100,EUCLID ST,30,ORANGE,	059,YES,,
060000013,FOOTHILL REGIONAL MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,135,14662 NEWPORT AVE,TUSTIN,92780,6064,"LONERGAN, ARACELI",INFO@ALTACORP.COM,(310) 943-4501,(714) 619-7700,400,ORANGE,06,ORANGE COUNTY,Y,060000178,"ALTA NEWPORT HOSPITAL, INC.",06MAY1970,04SEP2018,05MAY2019,PROFIT CORP,33.73004,-117.828491,"(-117.828491,33.73004)",106301357,14662,NEWPORT AVE,30,ORANGE,	059,,,
060000014,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,434,ONE HOAG DR,NEWPORT BEACH,92663,4162,"BRAITHWAITE, ROBERT",MONICA.DANG@HOAG.ORG,(949) 764-4441,(949) 764-4624,400,ORANGE,06,ORANGE COUNTY,Y,060000122,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,15SEP1952,18SEP2018,09DEC2018,NONPROFIT CORP,33.625673,-117.931437,"(-117.931437,33.625673)",106301205,ONE,HOAG DR,30,ORANGE,	059,YES,,
060000015,HUNTINGTON BEACH HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,82,17772 BEACH BLVD,HUNTINGTON BEACH,92647,6819,"ROWE, RICHARD M",RCONTRERAS@PRIMEHEALTHCARE.COM,(714) 843-5038,(714) 843-5002,400,ORANGE,06,ORANGE COUNTY,Y,060000124,"PRIME HEALTHCARE HUNTINGTON BEACH, LLC",24JAN1968,30NOV2018,29NOV2019,LIMITED LIABILITY COMPANY,33.70379,-117.986451,"(-117.986451,33.70379)",106301209,17772,BEACH BLVD,30,ORANGE,	059,,,
060000016,WEST ANAHEIM MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,167,3033 W ORANGE AVE,ANAHEIM,92804,3156,"COTTER, BRIAN",,(714) 229-5678,(714) 827-3000,400,ORANGE,06,ORANGE COUNTY,Y,060000182,"PRIME HEALTHCARE ANAHEIM, LLC",08FEB1965,10NOV2018,09NOV2019,LIMITED LIABILITY COMPANY,33.82554,-117.994981,"(-117.994981,33.82554)",106301379,3033,W ORANGE AVE,30,ORANGE,	059,,,
060000017,KINDRED HOSPITAL WESTMINSTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,109,200 HOSPITAL CIR,WESTMINSTER,92683,3910,"MYERS, JULIE",SCOTT.RIFKIN@KINDRED.COM,(714) 894-3407,(714) 893-4541,400,ORANGE,06,ORANGE COUNTY,Y,060000183,"THC - ORANGE COUNTY, LLC",01FEB1993,01NOV2018,31OCT2019,LIMITED LIABILITY COMPANY,33.76341,-117.995191,"(-117.995191,33.76341)",106301380,200,HOSPITAL CIR,30,ORANGE,	059,,,
060000020,COUNTRY VILLA PLAZA CONVALESCENT CENTER,SNF,SKILLED NURSING FACILITY,LTC,145,1209 HEMLOCK WAY,SANTA ANA,92707,3609,,DON@CVPLAZANC.COM,855-252-9583,(714) 546-1966,400,ORANGE,06,ORANGE COUNTY,Y,060000168,COUNTRY VILLA PLAZA LP,10NOV1962,06NOV2018,05NOV2019,PARTNERSHIP,33.71025,-117.884201,"(-117.884201,33.71025)",206301327,1209,HEMLOCK WAY,30,ORANGE,	059,,,
060000021,SOUTH COAST GLOBAL MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,109,2701 S BRISTOL ST,SANTA ANA,92704,6201,"GALONSKY, RONALD",RON.GALONSKY@KPCHEALTH.COM,(714)754-5556,(714)754-5454,400,ORANGE,06,ORANGE COUNTY,Y,060000143,"SOUTH COAST GLOBAL MEDICAL CENTER, INC.",07JUN1973,04OCT2018,07MAR2019,PROFIT CORP,33.711,-117.884451,"(-117.884451,33.711)",106301258,2701,S BRISTOL ST,30,ORANGE,	059,YES,,
060000022,ALAMITOS WEST HEALTH & REHABILITATION,SNF,SKILLED NURSING FACILITY,LTC,150,3902 KATELLA AVE,LOS ALAMITOS,90720,3304,"MULEY, PRADEEP",LICENSING@THEGOODMANGROUP.COM,(952) 361-8060,(562) 596-5561,400,ORANGE,06,ORANGE COUNTY,Y,060000076,KTLA PROPERTIES LIMITED PARTNERSHIP,06FEB1970,24MAY2018,30APR2019,PARTNERSHIP,33.80258,-118.064291,"(-118.064291,33.80258)",206301089,3902,KATELLA AVE,30,ORANGE,	059,,,
060000024,LA PALMA INTERCOMMUNITY HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,124,7901 WALKER ST,LA PALMA,90623,1722,"MIRZABEGIAN, EDWARD",FQOUPIL@PRIMEHEALTHCARE.COM,(714) 670-6287,(714) 670-7400,400,ORANGE,06,ORANGE COUNTY,Y,060000136,"PRIME HEALTHCARE LA PALMA, LLC",22MAY1972,27NOV2018,26NOV2019,LIMITED LIABILITY COMPANY,33.84757,-118.038341,"(-118.038341,33.84757)",106301234,7901,WALKER ST,30,ORANGE,	059,YES,,
060000025,LOS ALAMITOS MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,146,3751 KATELLA AVE,LOS ALAMITOS,90720,3113,"CLAYTON, KENT",,(562) 493-2812,(714) 826-6400,400,ORANGE,06,ORANGE COUNTY,Y,060000142,"LOS ALAMITOS MEDICAL CENTER, INC.",01JAN1970,19SEP2018,30MAY2019,PROFIT CORP,33.8043,-118.067121,"(-118.067121,33.8043)",106301248,3751,KATELLA AVE,30,ORANGE,	059,YES,,
060000026,SEAL BEACH HEALTH AND REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,LTC,198,3000 N GATE RD,SEAL BEACH,90740,2535,"WINGARD, ANN E",AJOHNSON@CHMS.US,(562) 594-8086,(562) 598-2477,400,ORANGE,06,ORANGE COUNTY,Y,060000083,"AG SEAL BEACH, LLC",01JAN1970,01NOV2018,31OCT2019,LIMITED LIABILITY COMPANY,33.77315,-118.078151,"(-118.078151,33.77315)",206301113,3000,N GATE RD,30,ORANGE,	059,,,
060000027,LAC/HARBOR UCLA MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,415,1000 W CARSON ST,TORRANCE,90502,2004,"MCKENZIE, KIMBERLY",DFINLEY@DHS.LACOUNTY.GOV,(310)328-9624,(310)222-2345,200,LOS ANGELES,06,ORANGE COUNTY,Y,060000129,LOS ANGELES COUNTY DEPARTMENT OF HEALTH SERVICES,01JUL1953,17MAY2018,30APR2019,COUNTY,33.83154,-118.294551,"(-118.294551,33.83154)",106191227,1000,W CARSON ST,19,LOS ANGELES,	037,YES,LEVEL II,LEVEL I
060000028,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,239,7601 IMPERIAL HWY,DOWNEY,90242,3456,"OROZCO, JORGE",LZMARTINEZ@DHS.LACOUNTY.GOV,(562) 803-0056,(562) 385-7022,200,LOS ANGELES,06,ORANGE COUNTY,Y,060000161,LOS ANGELES COUNTY DEPARTMENT OF HEALTH SERVICES,01JUL1953,31MAR2018,30MAR2019,COUNTY,33.9291,-118.158001,"(-118.158001,33.9291)",106191306,7601,IMPERIAL HWY,19,LOS ANGELES,	037,,,
060000029,ST. ELIZABETH HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,59,2800 N HARBOR BLVD,FULLERTON,92835,1727,"HUANTE, BRENDA V",SCOTT.KEAWEKANE@GENESISHCC.COM,(714) 871-9677,(714) 871-9202,400,ORANGE,06,ORANGE COUNTY,Y,060000114,ST. ELIZABETH HEALTHCARE & REHABILITATION CTR LLC,14JAN1963,02NOV2018,01NOV2019,LIMITED LIABILITY COMPANY,33.90358,-117.928681,"(-117.928681,33.90358)",206301185,2800,N HARBOR BLVD,30,ORANGE,	059,,,
060000030,BUENA PARK NURSING CENTER,SNF,SKILLED NURSING FACILITY,LTC,143,8520 WESTERN AVE,BUENA PARK,90620,3927,"SCHACHTEN, JEFFREY",JEFFS@BUENAPARKNC.COM,(714) 828-3933,(714) 828-8222,400,ORANGE,06,ORANGE COUNTY,Y,060000106,"8520 WESTERN AVENUE, INC.",01JAN1989,01JAN2018,31DEC2018,PROFIT CORP,33.83874,-118.001871,"(-118.001871,33.83874)",206301171,8520,WESTERN AVE,30,ORANGE,	059,,,
060000031,ANAHEIM CREST NURSING CENTER,SNF,SKILLED NURSING FACILITY,LTC,83,3067 W ORANGE AVE,ANAHEIM,92804,3156,"JAVIER, JULIE",JJAVIER@ANAHEIMCREST.COM,(714) 827-2043,(714) 827-2440,400,ORANGE,06,ORANGE COUNTY,Y,060000087,"3067 ORANGE AVE, LLC",30JUN1965,25APR2018,24APR2019,LIMITED LIABILITY COMPANY,33.82539,-117.996991,"(-117.996991,33.82539)",206301120,3067,W ORANGE AVE,30,ORANGE,	059,,,
060000033,FLAGSHIP HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,167,466 FLAGSHIP RD,NEWPORT BEACH,92663,3635,"MEPPEN, SCOTT",SDMEPPEN@SAVASC.COM,(949) 642-3138,(949) 764-2100,400,ORANGE,06,ORANGE COUNTY,Y,060000154,SSC NEWPORT BEACH OPERATING COMPANY LP,22AUG1966,01NOV2018,31OCT2019,PARTNERSHIP,33.62791,-117.928061,"(-117.928061,33.62791)",206301289,466,FLAGSHIP RD,30,ORANGE,	059,,,
060000034,VICTORIA HEALTHCARE AND REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,LTC,79,340 VICTORIA ST,COSTA MESA,92627,1914,"YUHAS, MICHAEL J",SNORDFELT@ENSIGNGROUP.NET,(949) 646-0313,(949) 642-0387,400,ORANGE,06,ORANGE COUNTY,Y,060000086,COSTA VICTORIA HEALTHCARE LLC,01JUL1968,01NOV2018,31OCT2019,LIMITED LIABILITY COMPANY,33.652612,-117.913702,"(-117.913702,33.652612)",206301119,340,VICTORIA ST,30,ORANGE,	059,,,
060000035,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,131,1680 EAST 120TH STREET,LOS ANGELES,90059,3019,"BATCHLOR, ELAINE E",,,(424)338-8000,200,LOS ANGELES,06,ORANGE COUNTY,Y,060000132,MARTIN LUTHER KING JR HEALTHCARE CORPORATION,,01MAR2018,28FEB2019,NONPROFIT CORP,33.924325,-118.24436,"(-118.24436,33.924325)",106191230,1680,EAST 120TH STREET,19,LOS ANGELES,	037,YES,,
060000037,CAPISTRANO BEACH CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,93,35410 DEL REY,CAPISTRANO BEACH,92624,1814,"LENZINGER, JARED T",JLENZINGER@CAPOBCC.COM,(949) 443-3893,(949) 496-5786,400,ORANGE,06,ORANGE COUNTY,Y,060000085,"CAPISTRANO BEACH CARE CENTER, LLC",11DEC1966,15NOV2018,14NOV2019,LIMITED LIABILITY COMPANY,33.44916,-117.650411,"(-117.650411,33.44916)",206301118,35410,DEL REY,30,ORANGE,	059,,,
060000038,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,303,14445 OLIVE VIEW DR,SYLMAR,91342,1437,"MAASS, JUDITH",,(818)364-3044,(818)364-1555,200,LOS ANGELES,06,ORANGE COUNTY,Y,060000133,LOS ANGELES COUNTY DEPARTMENT OF HEALTH SERVICES,20NOV1959,08MAY2018,07MAY2019,COUNTY,34.32593,-118.445531,"(-118.445531,34.32593)",106191231,14445,OLIVE VIEW DR,19,LOS ANGELES,	037,YES,,
060000039,WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM,SNF,SKILLED NURSING FACILITY,LTC,154,3415 W BALL RD,ANAHEIM,92804,3708,"TA, JONATHAN",ADMINISTRATOR@WINDSORANAHEIMHC.COM,(714) 406-2689,(714) 826-8950,400,ORANGE,06,ORANGE COUNTY,Y,060000110,"WINDSOR ANAHEIM HEALTHCARE, LTD",15MAR1991,01NOV2018,31OCT2019,PARTNERSHIP,33.81783,-118.008941,"(-118.008941,33.81783)",206301176,3415,W BALL RD,30,ORANGE,	059,,,
060000040,LAC+USC MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,600,1200 N STATE ST,LOS ANGELES,90033,1029,"OROZCO, JORGE",DCASTILLO@DHS.LACOUNTY.GOV,(323) 441-8030,(310) 943-5400,200,LOS ANGELES,06,ORANGE COUNTY,Y,060000130,LOS ANGELES COUNTY DEPARTMENT OF HEALTH SERVICES,01JUL1953,12JUL2018,31MAR2019,COUNTY,34.05963,-118.208281,"(-118.208281,34.05963)",106191228,1200,N STATE ST,19,LOS ANGELES,	037,YES,LEVEL II,LEVEL I
060000041,THE PAVILION AT SUNNY HILLS,SNF,SKILLED NURSING FACILITY,LTC,228,2222 N HARBOR BLVD,FULLERTON,92835,2605,"JONES, WESLEY",WES.JONES@SUNNYHILLSHC.COM,(714) 526-4884,(714) 992-5701,400,ORANGE,06,ORANGE COUNTY,Y,060000205,"FULLERTON HEALTHCARE & WELLNESS CENTRE, LP",15OCT1990,14APR2018,13APR2019,PARTNERSHIP,33.89707,-117.928701,"(-117.928701,33.89707)",206301107,2222,N HARBOR BLVD,30,ORANGE,	059,,,
060000042,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,LTC,208,24452 HEALTH CENTER DR,LAGUNA HILLS,92653,3604,"BRUCE, TREVOR",TREVOR.BRUCE@LAGUNAHILLSHCC.COM,(949) 837-5187,(949) 837-8000,400,ORANGE,06,ORANGE COUNTY,Y,060000084,"AG LAGUNA HILLS, LLC",25SEP1969,01NOV2018,31OCT2019,LIMITED LIABILITY COMPANY,33.60726,-117.707171,"(-117.707171,33.60726)",206301115,24452,HEALTH CENTER DR,30,ORANGE,	059,,,
