id,account,video,play_date,play_duration
2052,397,16274,2019-07-05,9248
2053,782,63415,2019-02-19,8779
2054,701,25996,2019-02-15,10131
2055,461,26803,2019-06-04,2804
2056,667,59583,2019-05-30,9660
2057,547,45014,2018-09-16,3299
2058,829,34322,2019-04-18,5494
2059,176,36191,2019-02-18,274
2060,485,26023,2019-08-06,5620
2061,72,52354,2019-08-10,2425
2062,219,6604,2019-03-15,1553
2063,375,12318,2019-03-04,4828
2064,666,10854,2019-07-08,6230
2065,416,39791,2019-01-03,3591
2066,17,30757,2019-09-04,10556
2067,402,7950,2018-10-22,6689
2068,322,35465,2018-10-19,225
2069,653,14687,2019-06-15,4223
2070,64,18938,2019-08-28,9593
2071,14,34756,2018-09-22,1566
2072,777,36972,2019-04-19,1250
2073,652,47826,2018-11-02,847
2074,38,39966,2019-03-24,4425
2075,423,4134,2018-09-05,973
2076,182,61345,2019-01-08,3250
2077,864,60814,2019-04-02,5939
2078,250,11793,2019-01-18,10559
2079,481,39816,2018-12-18,8485
2080,235,43395,2019-02-13,287
2081,805,35632,2018-12-18,3478
2082,622,43939,2019-07-26,4094
2083,554,10236,2019-06-04,612
2084,177,48396,2019-03-28,6143
2085,251,13037,2019-08-08,6717
2086,97,36375,2018-09-12,1930
2087,1,10327,2018-11-14,647
2088,91,30905,2018-09-12,7415
2089,609,27813,2018-09-15,8192
2090,181,32601,2019-04-16,845
2091,533,6822,2019-06-03,3835
2092,666,60097,2018-10-22,6707
2093,239,27065,2019-01-27,265
2094,513,55646,2019-08-22,20
2095,207,23259,2019-01-05,3748
2096,318,53033,2019-03-04,9272
2097,692,36948,2018-12-15,8348
2098,385,15977,2019-02-09,6247
2099,424,29353,2018-12-20,5202
2100,209,35609,2019-01-23,10377
2101,822,61100,2019-06-28,4723
2102,164,53930,2019-03-13,6327
2103,133,25885,2018-09-26,3175
2104,212,21543,2019-04-26,6677
2105,348,471,2019-03-18,5486
2106,323,59495,2019-08-07,3718
2107,306,63554,2019-02-09,5318
2108,417,27145,2019-02-27,314
2109,408,31660,2018-11-14,3940
2110,594,59562,2019-03-26,6516
2111,773,50176,2018-10-19,4857
2112,545,58482,2019-06-04,8636
2113,725,18572,2019-06-21,108
2114,621,39621,2019-08-31,2926
2115,184,22879,2019-02-06,7720
2116,353,46960,2019-05-20,5749
2117,621,20662,2018-12-02,9542
2118,315,47854,2018-09-14,5704
2119,388,10056,2018-10-17,9638
2120,171,13773,2019-03-28,2352
2121,687,57555,2018-10-22,4832
2122,52,12103,2019-05-08,9174
2123,246,26886,2019-05-14,5741
2124,772,62329,2019-08-19,5623
2125,449,44920,2019-04-21,5946
2126,687,31191,2018-09-30,10130
2127,487,32241,2019-05-04,3654
2128,146,27643,2018-10-23,3735
2129,712,31123,2018-12-18,2943
2130,134,3223,2019-03-25,657
2131,697,53221,2019-09-01,7744
2132,28,17619,2019-04-13,5850
2133,9,38765,2019-01-22,1877
2134,612,54675,2018-10-24,7566
2135,647,61110,2018-10-09,4784
2136,117,58758,2018-10-22,2449
2137,50,9476,2019-08-26,1262
2138,788,58144,2018-09-20,1724
2139,589,32329,2018-12-19,5213
2140,638,35255,2018-12-09,2351
2141,58,50741,2019-06-09,10105
2142,360,3390,2019-02-13,5987
2143,206,59565,2019-05-13,7110
2144,767,19203,2019-07-10,9945
2145,436,47267,2019-07-13,2188
2146,231,59418,2019-08-21,5798
2147,50,13972,2019-01-30,7855
2148,13,39393,2019-01-01,2140
2149,312,2471,2019-04-05,9049
2150,789,45121,2019-01-15,4928
2151,66,28336,2018-11-13,5941
2152,121,41218,2019-05-31,8554
2153,683,42322,2019-02-24,2930
2154,323,18649,2019-01-12,8548
2155,457,53941,2018-12-15,9640
2156,349,20646,2019-02-22,7519
2157,723,28484,2019-07-10,3039
2158,274,18074,2019-07-13,9376
2159,667,2278,2019-01-08,9817
2160,798,50836,2019-08-26,7929
2161,483,47764,2018-09-07,4721
2162,128,64223,2019-05-17,6489
2163,396,57812,2019-02-28,5480
2164,586,48270,2019-04-15,5217
2165,291,13203,2019-06-25,2436
2166,166,2608,2019-05-18,5358
2167,748,29849,2019-02-02,412
2168,830,54653,2019-02-04,3531
2169,573,8756,2018-12-09,4485
2170,358,38281,2019-08-05,2486
2171,355,56868,2018-10-17,6818
2172,788,36918,2018-10-08,6264
2173,411,775,2018-10-17,3243
2174,598,23451,2019-08-25,4931
2175,66,29098,2019-04-23,2989
2176,348,41908,2018-11-30,6613
2177,285,5052,2019-07-22,5644
2178,240,43604,2019-04-25,2240
2179,504,37165,2019-01-12,8773
2180,574,10854,2018-09-17,8240
2181,422,50091,2018-10-11,9008
2182,367,13079,2018-10-11,4112
2183,370,54074,2019-05-06,10108
2184,709,30727,2019-07-20,6918
2185,719,60130,2019-01-19,8794
2186,859,57662,2018-10-11,7981
2187,200,43655,2019-04-11,10685
2188,326,36097,2019-06-02,762
2189,272,2057,2019-07-16,2463
2190,33,39531,2019-06-23,3615
2191,203,22651,2019-02-12,4322
2192,560,52198,2019-05-17,8377
2193,615,24836,2019-07-10,3470
2194,785,3626,2019-05-26,5969
2195,415,63568,2018-09-29,7082
2196,248,21436,2019-02-17,5907
2197,568,46399,2018-09-16,8908
2198,685,55875,2019-03-10,1374
2199,164,61116,2019-01-23,7419
2200,753,56907,2019-06-03,2555
2201,709,14284,2019-06-09,9740
2202,86,4686,2019-01-31,7814
2203,509,59926,2019-07-05,2757
2204,342,41826,2018-10-17,8568
2205,491,26990,2018-09-27,7202
2206,839,64903,2019-03-27,850
2207,422,28488,2019-04-07,5303
2208,321,22593,2019-01-18,2237
2209,189,44219,2019-01-05,6034
2210,41,50131,2018-09-28,3292
2211,780,51223,2019-06-18,5705
2212,897,19038,2018-11-26,7949
2213,834,17055,2019-02-04,8493
2214,731,6932,2018-11-29,1168
2215,194,702,2019-07-06,5985
2216,599,39894,2019-07-16,9558
2217,319,19996,2019-06-15,8524
2218,452,38080,2019-06-01,5156
2219,841,23233,2019-05-25,5273
2220,369,22872,2018-09-25,3454
2221,688,50301,2018-11-15,8853
2222,831,53209,2019-01-15,5284
2223,825,50095,2018-09-18,520
2224,618,63049,2019-06-15,1605
2225,832,4797,2018-09-19,236
2226,795,18807,2019-07-31,4955
2227,123,16107,2018-09-27,1358
2228,841,42704,2018-11-11,3399
2229,158,32273,2018-09-30,9409
2230,608,14787,2018-10-28,2044
2231,757,60966,2018-09-18,333
2232,222,24356,2018-11-29,5731
2233,546,18151,2019-05-15,566
2234,63,14855,2018-12-15,9491
2235,859,64337,2019-04-08,6338
2236,666,6309,2019-04-10,6165
2237,889,45955,2019-08-12,8332
2238,126,37412,2018-12-26,7255
2239,7,401,2019-06-07,8245
2240,205,33693,2019-01-08,3248
2241,459,44919,2019-02-06,4816
2242,135,63754,2019-01-31,5722
2243,443,42521,2019-01-14,10492
2244,697,40344,2018-12-19,763
2245,700,7462,2019-03-26,8131
2246,283,8832,2019-04-10,3715
2247,398,3943,2019-05-12,8325
2248,449,6939,2019-06-03,10362
2249,875,26204,2019-06-04,5270
2250,82,35171,2018-10-27,1191
2251,102,43429,2019-05-13,1767
2252,745,58345,2019-05-29,257
2253,222,30398,2018-12-26,2221
2254,608,62327,2018-10-21,7287
2255,769,21015,2019-02-07,1
2256,803,38559,2018-10-19,3699
2257,286,42110,2019-01-15,10443
2258,205,39554,2019-06-14,10266
2259,224,36644,2019-02-17,5174
2260,202,36332,2018-09-23,4837
2261,743,45103,2018-11-23,1114
2262,386,59259,2019-06-19,9259
2263,333,5205,2019-07-14,10145
2264,890,55680,2019-01-10,4398
2265,151,11620,2019-07-27,1067
2266,627,57332,2018-09-16,7206
2267,548,23788,2018-10-27,2440
2268,126,19157,2018-12-01,6882
2269,762,31625,2019-04-23,4095
2270,614,41359,2018-10-02,7730
2271,216,42708,2018-12-10,9862
2272,235,8677,2019-07-27,7002
2273,278,11740,2019-06-04,8384
2274,774,7358,2019-07-21,8105
2275,27,41882,2019-05-25,8185
2276,785,25687,2019-04-02,3414
2277,528,19166,2019-06-21,10463
2278,207,51486,2019-02-03,10473
2279,194,32048,2018-09-26,2320
2280,102,39740,2019-07-12,215
2281,360,23268,2018-09-24,10253
2282,390,21609,2019-07-24,7416
2283,508,48601,2019-05-28,2642
2284,62,22287,2019-05-15,9579
2285,895,11108,2019-04-30,10432
2286,540,37123,2019-09-04,1332
2287,252,55877,2019-06-30,6118
2288,4,33601,2019-06-14,4502
2289,763,4308,2019-01-15,3523
2290,106,1682,2018-11-30,772
2291,538,28730,2019-01-29,3089
2292,205,2660,2019-03-09,4022
2293,384,33913,2019-04-29,3010
2294,637,62472,2018-09-22,7321
2295,476,19580,2018-11-29,3639
2296,645,42720,2018-11-25,5315
2297,331,50987,2018-09-20,761
2298,462,29062,2019-08-07,8925
2299,840,54412,2019-08-09,9273
2300,242,28574,2019-03-23,6501
2301,882,34272,2018-12-02,7248
2302,898,6867,2019-04-24,390
2303,832,41547,2019-08-18,906
2304,221,38519,2019-03-31,1159
2305,219,60451,2019-04-16,2722
2306,111,39950,2018-09-29,6764
2307,860,10165,2019-07-20,7071
2308,271,35735,2019-01-07,10494
2309,64,16854,2019-04-02,5915
2310,891,27539,2019-05-08,9983
2311,487,38273,2019-07-29,9394
2312,713,9183,2018-11-06,3930
2313,1,11813,2019-04-12,802
2314,560,31052,2018-09-17,10705
2315,153,54461,2018-09-16,2499
2316,436,31278,2019-04-15,7884
2317,610,45839,2018-09-07,9560
2318,819,40094,2019-02-04,6509
2319,425,37830,2018-12-07,2094
2320,363,52799,2019-03-29,3047
2321,241,31141,2019-03-03,1512
2322,701,40248,2019-08-02,1551
2323,533,4234,2019-03-31,6676
2324,356,1048,2019-02-07,6747
2325,546,33552,2019-03-11,2240
2326,843,8906,2019-06-17,4297
2327,19,53066,2018-09-06,29
2328,444,6844,2019-07-05,5111
2329,574,51672,2019-05-24,3095
2330,721,47649,2018-09-25,7123
2331,320,21003,2019-05-21,5614
2332,502,62930,2019-03-19,9550
2333,899,47018,2018-11-30,3109
2334,269,58353,2019-07-14,3641
2335,745,33254,2018-12-15,7608
2336,784,7619,2019-07-26,3820
2337,778,16306,2019-06-24,2528
2338,371,26300,2018-11-12,8799
2339,106,44753,2018-10-08,650
2340,522,55517,2019-03-22,8761
2341,103,24872,2019-08-29,3027
2342,239,5841,2019-04-03,9789
2343,588,57595,2019-06-21,2545
2344,487,45730,2019-02-08,1619
2345,421,45161,2019-06-13,433
2346,575,50712,2019-03-07,2076
2347,314,62330,2018-11-26,3116
2348,716,54483,2019-07-03,2152
2349,869,50971,2019-07-15,2573
2350,838,26605,2018-10-11,9988
2351,551,2156,2019-07-21,9500
2352,424,4620,2018-11-01,1625
2353,631,17588,2018-10-25,4778
2354,861,38751,2019-01-27,4390
2355,203,38902,2019-06-03,7844
2356,736,9271,2019-01-02,300
2357,326,41610,2019-03-08,783
2358,510,34870,2018-10-15,6224
2359,79,60191,2019-02-22,965
2360,226,37081,2019-03-09,7272
2361,663,26636,2018-12-11,7417
2362,634,37383,2019-07-08,216
2363,883,10724,2019-03-23,4522
2364,616,31699,2018-10-20,4438
2365,567,51995,2018-10-31,5940
2366,639,3164,2019-02-17,9442
2367,279,63024,2018-12-23,7858
2368,535,19921,2019-04-07,9590
2369,276,33187,2018-09-28,10033
2370,601,720,2019-01-30,4360
2371,227,28250,2018-12-28,387
2372,427,34681,2019-05-29,1505
2373,882,8417,2019-08-28,1548
2374,489,27454,2019-02-27,2069
2375,374,53728,2018-10-21,4141
2376,447,15878,2018-12-01,6485
2377,85,10785,2018-12-06,505
2378,206,50100,2019-01-08,1885
2379,621,50616,2019-08-30,9731
2380,416,21127,2019-07-14,7317
2381,194,63874,2018-09-25,64
2382,869,20093,2018-10-30,6406
2383,104,48566,2019-05-18,1184
2384,1,25630,2019-01-03,2588
2385,722,28911,2019-04-27,7096
2386,571,50634,2019-04-28,8348
2387,830,29666,2018-12-31,4409
2388,292,2266,2018-12-17,7315
2389,896,58340,2019-06-05,205
2390,759,61463,2019-04-13,9039
2391,377,60169,2019-08-30,2831
2392,635,1255,2019-05-22,10711
2393,238,28302,2019-06-25,6769
2394,379,41564,2019-02-25,4495
2395,264,20635,2018-09-06,1100
2396,236,33710,2019-03-08,5661
2397,68,17411,2019-07-29,1070
2398,610,6985,2019-01-14,10659
2399,260,32969,2019-01-06,8782
2400,427,30131,2019-07-30,4754
2401,434,36560,2018-09-12,3713
2402,323,47722,2019-01-14,7670
2403,108,11196,2019-01-20,4206
2404,366,9408,2019-08-24,2232
2405,126,48044,2019-04-10,7248
2406,185,25829,2019-01-17,10474
2407,173,62358,2018-09-28,8231
2408,762,51863,2019-03-01,4982
2409,179,52153,2018-09-22,1956
2410,806,12557,2019-06-29,5242
2411,684,16759,2019-06-22,1307
2412,448,22957,2019-06-13,6581
2413,543,28415,2018-12-03,4370
2414,616,29965,2018-11-07,7782
2415,388,64508,2019-08-12,2306
2416,394,58106,2019-05-17,7004
2417,42,64629,2019-02-03,8697
2418,332,3951,2019-05-21,2956
2419,728,23650,2019-01-09,10227
2420,835,8995,2018-10-09,8203
2421,415,48921,2019-04-16,2297
2422,809,34305,2019-05-28,7926
2423,628,16705,2019-07-21,3410
2424,430,32977,2019-01-10,1404
2425,102,23714,2019-04-26,7115
2426,514,14063,2019-08-19,4994
2427,311,30534,2019-08-03,5118
2428,252,41699,2019-05-05,8418
2429,773,36193,2018-12-20,638
2430,385,26536,2019-07-27,6438
2431,806,35938,2018-10-30,4815
2432,241,44621,2019-01-04,710
2433,266,12777,2019-04-04,1233
2434,409,17573,2019-04-21,7488
2435,695,28224,2019-06-27,5653
2436,486,60718,2019-04-02,4540
2437,23,43898,2019-06-16,4727
2438,851,17658,2018-11-19,1805
2439,870,25902,2018-10-12,6693
2440,352,3214,2018-10-11,9165
2441,222,33995,2018-12-17,8598
2442,895,41611,2019-08-09,2215
2443,193,30740,2019-01-30,5751
2444,423,35319,2018-11-08,1705
2445,877,60341,2019-07-16,8897
2446,360,7393,2018-09-09,417
2447,324,12751,2019-03-02,4707
2448,327,64017,2018-12-31,10656
2449,105,29556,2018-12-03,6048
2450,317,50932,2019-04-05,1410
2451,585,49766,2018-12-23,9831
2452,321,17191,2019-07-02,10378
2453,736,63792,2018-10-23,9209
2454,737,62929,2019-02-17,10532
2455,898,32456,2019-05-29,3759
2456,509,33551,2019-05-19,2593
2457,781,56736,2019-06-25,3590
2458,239,44515,2019-08-09,4541
2459,551,56825,2019-01-08,6219
2460,374,4901,2019-06-11,6722
2461,13,24821,2019-07-13,8368
2462,356,13563,2019-04-19,7657
2463,788,63708,2018-10-01,5023
2464,48,55358,2018-09-11,3343
2465,756,15949,2019-03-05,9857
2466,246,3781,2018-10-13,771
2467,881,45035,2018-12-28,6670
2468,186,42596,2019-03-04,3362
2469,460,38114,2018-10-31,2790
2470,203,46645,2018-10-20,5969
2471,502,801,2018-09-27,5821
2472,564,21078,2018-10-04,2184
2473,389,9967,2019-01-24,9540
2474,431,37901,2018-12-25,8226
2475,549,10842,2018-10-21,4766
2476,712,5153,2018-10-28,6028
2477,582,14123,2018-09-15,3722
2478,439,37582,2018-10-08,7404
2479,55,26209,2019-06-28,6184
2480,240,20739,2019-04-19,7946
2481,48,59416,2019-07-20,2637
2482,676,42167,2019-06-26,6016
2483,92,25012,2018-12-11,4482
2484,725,9040,2019-03-31,2901
2485,194,5728,2019-02-15,5028
2486,823,30034,2019-05-11,5141
2487,476,52781,2019-07-13,2043
2488,833,44546,2018-09-27,505
2489,375,33613,2019-01-19,7277
2490,516,26687,2019-07-19,3485
2491,886,3512,2019-01-29,4022
2492,505,4188,2018-12-30,5631
2493,164,38972,2018-09-17,8396
2494,787,41404,2018-12-10,4579
2495,165,3960,2019-08-02,6423
2496,393,53996,2019-07-18,6816
2497,14,28450,2019-07-20,7058
2498,85,45618,2019-04-04,3623
2499,370,17274,2019-05-07,3439
2500,357,22984,2019-08-28,8680
2501,489,14274,2019-02-22,10139
2502,772,57080,2019-08-25,667
2503,779,32635,2019-04-05,1267
2504,474,60919,2019-05-26,4672
2505,385,50053,2019-02-28,8059
2506,419,39581,2019-03-15,4299
2507,590,31357,2019-03-19,3008
2508,606,41868,2019-02-14,2281
2509,212,42937,2019-05-09,7677
2510,743,9392,2019-05-31,4511
2511,212,1382,2019-07-26,8547
2512,102,16455,2018-10-22,8761
2513,718,57658,2018-10-24,8576
2514,698,1557,2018-10-29,5186
2515,424,21829,2019-04-26,161
2516,631,14389,2019-07-04,3782
2517,551,27159,2019-04-19,5296
2518,811,20936,2019-08-13,83
2519,593,51070,2019-03-04,6486
2520,347,3966,2019-05-02,5111
2521,444,64201,2018-09-08,3424
2522,426,39026,2018-10-29,5781
2523,98,54479,2018-12-08,4710
2524,500,24798,2019-02-18,6150
2525,642,611,2019-05-21,363
2526,770,51398,2019-02-09,7491
2527,462,31973,2019-04-18,9223
2528,659,44247,2018-12-07,9982
2529,749,2258,2018-11-11,4879
2530,579,443,2019-03-21,98
2531,338,27048,2019-01-13,9947
2532,291,26559,2018-09-19,2561
2533,374,52173,2018-09-10,8886
2534,279,4679,2018-09-25,6854
2535,403,30943,2019-06-09,10261
2536,354,7842,2019-06-24,1351
2537,774,14755,2019-05-27,600
2538,80,3638,2019-06-07,1081
2539,777,17206,2018-09-05,1742
2540,620,48645,2018-11-16,7
2541,576,59073,2019-02-28,3022
2542,250,42243,2019-08-26,7145
2543,77,57807,2019-02-09,2413
2544,514,56166,2019-02-03,4848
2545,161,19814,2019-06-06,1582
2546,382,29166,2019-03-14,701
2547,686,6558,2018-10-25,585
2548,385,4329,2018-10-05,3798
2549,208,49528,2019-03-10,3553
2550,369,299,2018-09-07,9868
2551,94,7046,2019-01-08,6894
2552,127,17388,2019-07-30,515
2553,268,1385,2019-02-04,6189
2554,183,45022,2018-11-07,10323
2555,35,10596,2018-11-16,4930
2556,303,1348,2018-10-18,111
2557,490,38210,2019-07-02,6755
2558,382,63419,2019-04-24,2304
2559,268,61268,2019-07-08,5923
2560,799,30531,2019-06-24,8570
2561,182,27996,2018-12-11,10209
2562,158,50871,2019-03-20,8614
2563,486,34850,2019-01-25,2588
2564,477,5399,2019-05-17,7859
2565,551,13956,2018-11-10,7015
2566,895,52804,2019-03-04,4659
2567,261,8167,2018-10-01,9625
2568,39,30676,2019-06-17,3667
2569,139,13131,2019-01-17,10793
2570,811,44212,2019-05-19,7635
2571,637,33586,2019-02-27,9747
2572,205,22430,2019-05-18,10730
2573,61,42872,2019-03-12,8545
2574,662,25632,2019-03-28,8756
2575,500,60924,2019-04-28,3317
2576,484,2155,2019-07-12,3528
2577,566,22765,2019-06-12,4655
2578,861,61778,2019-05-31,9660
2579,288,44364,2019-03-17,7758
2580,433,50933,2018-12-22,8949
2581,449,11713,2018-09-05,6933
2582,793,15771,2019-07-24,8199
2583,361,58594,2018-10-24,281
2584,361,4761,2019-07-15,3833
2585,236,10442,2018-09-28,566
2586,877,17623,2019-07-15,3128
2587,779,38110,2019-01-27,7066
2588,162,29562,2019-06-19,3926
2589,291,49868,2018-12-01,6
2590,703,40929,2019-02-24,7385
2591,824,60138,2019-09-01,2715
2592,102,12846,2018-10-02,8677
2593,663,8706,2018-12-03,1198
2594,368,6830,2018-09-30,5425
2595,624,23527,2018-11-08,2129
2596,883,47680,2018-10-20,849
2597,839,60718,2019-08-02,6873
2598,609,37490,2018-11-14,10531
2599,817,35723,2019-02-11,3909
2600,533,42603,2018-12-04,1485
2601,385,22043,2019-06-24,1205
2602,246,2272,2019-04-25,7790
2603,353,33356,2018-12-06,8612
2604,813,10995,2018-11-04,1308
2605,367,61506,2019-09-04,2111
2606,814,62575,2019-02-26,6645
2607,591,23243,2019-02-05,8823
2608,729,47759,2019-07-16,3301
2609,421,63194,2019-06-12,5581
2610,305,59773,2019-05-29,10187
2611,79,53212,2019-01-06,3887
2612,579,29325,2019-04-05,10289
2613,861,38594,2019-08-22,7960
2614,200,14921,2019-06-10,1613
2615,392,53484,2019-04-07,6944
2616,583,31781,2019-02-21,6485
2617,102,58425,2019-06-16,3994
2618,291,54783,2019-03-18,6385
2619,16,36909,2019-03-06,10418
2620,646,29162,2018-10-01,9077
2621,710,54133,2018-09-12,9497
2622,810,51006,2019-04-13,7233
2623,424,25855,2018-10-01,843
2624,723,20195,2019-03-09,7313
2625,54,49331,2019-04-07,1961
2626,251,45754,2019-07-06,5843
2627,743,45916,2019-04-23,9201
2628,806,35119,2019-08-11,1777
2629,615,19314,2019-07-09,8277
2630,186,9192,2019-03-28,5183
2631,644,20370,2019-08-25,4491
2632,404,41973,2019-06-02,665
2633,808,8632,2018-11-15,8547
2634,709,28355,2019-02-09,3644
2635,739,54304,2019-04-05,6620
2636,216,38355,2019-03-18,2301
2637,711,62449,2018-10-23,8982
2638,693,47534,2019-08-21,9754
2639,203,28427,2019-08-12,4065
2640,745,5942,2019-05-13,4085
2641,292,59377,2019-05-10,5471
2642,496,62922,2019-06-21,10624
2643,159,51294,2018-09-23,7944
2644,462,55931,2019-02-19,1369
2645,325,50130,2019-07-05,1243
2646,338,51315,2018-11-12,6032
2647,897,2492,2018-10-18,7014
2648,156,51924,2019-04-10,906
2649,287,25913,2019-08-28,6429
2650,284,5459,2019-05-02,8480
2651,777,29051,2019-04-17,5649
2652,593,61533,2018-12-15,9281
2653,20,47322,2019-01-13,6290
2654,636,38407,2019-07-09,1551
2655,21,55597,2018-11-23,9426
2656,576,38926,2019-06-22,2318
2657,411,55954,2018-12-11,7756
2658,332,15942,2019-08-23,2292
2659,683,14608,2019-04-01,5941
2660,899,32689,2019-07-03,8184
2661,682,60401,2019-04-12,10062
2662,188,52184,2018-12-25,6582
2663,296,31109,2019-08-09,1035
2664,302,5605,2019-05-19,4378
2665,9,52528,2019-02-18,7983
2666,350,11572,2018-12-30,4478
2667,52,47694,2019-07-19,4768
2668,445,7842,2019-03-01,3731
2669,830,49584,2019-05-26,1359
2670,613,24914,2018-11-18,3630
2671,24,6445,2018-11-26,10173
2672,659,6403,2018-12-23,6309
2673,806,52736,2019-04-07,10696
2674,64,976,2019-04-23,4555
2675,744,40285,2019-09-01,508
2676,526,6719,2019-05-26,9409
2677,572,62476,2019-09-02,1214
2678,206,48113,2019-08-03,7413
2679,865,30574,2018-11-28,6653
2680,448,42286,2019-08-08,4843
2681,348,21564,2019-07-07,3566
2682,13,28080,2019-09-01,8698
2683,311,27844,2018-11-07,3407
2684,715,48436,2019-04-11,1267
2685,3,38078,2018-12-05,1848
2686,353,25129,2018-11-14,5192
2687,66,20501,2019-06-29,8193
2688,399,20876,2019-03-28,8991
2689,615,39747,2019-07-10,1891
2690,229,15345,2019-04-14,7260
2691,480,31304,2018-10-17,8623
2692,389,58113,2019-04-07,997
2693,134,15486,2019-05-23,3333
2694,471,14406,2019-02-03,6028
2695,884,43276,2019-06-25,1415
2696,647,19487,2019-07-29,10538
2697,410,23171,2019-05-23,8881
2698,531,39411,2018-09-25,2512
2699,325,48627,2018-12-16,6207
2700,665,6150,2018-12-12,5606
2701,810,55455,2019-02-03,5551
2702,560,14364,2019-02-27,6806
2703,532,13870,2019-04-19,6578
2704,611,40553,2019-06-21,3213
2705,389,19487,2019-05-22,3594
2706,199,8125,2018-11-08,298
2707,524,7988,2018-12-11,10555
2708,748,40170,2019-02-14,6007
2709,84,46619,2019-04-23,8388
2710,428,43279,2018-09-11,7419
2711,250,21311,2019-06-13,10710
2712,11,47556,2019-01-25,3305
2713,411,57210,2018-12-02,1066
2714,862,32770,2019-04-14,10246
2715,403,50801,2019-03-17,9435
2716,642,21815,2019-03-31,1695
2717,727,61834,2019-01-26,1419
2718,760,53356,2019-07-25,2768
2719,691,13419,2019-03-11,2102
2720,616,24489,2018-09-24,3784
2721,647,17436,2018-12-23,2283
2722,139,58739,2019-01-09,1235
2723,730,50590,2018-10-30,493
2724,142,59811,2019-06-16,2907
2725,140,44441,2019-03-09,3789
2726,463,7810,2019-08-18,8130
2727,489,18640,2018-10-16,5761
2728,144,43601,2019-07-21,8123
2729,854,7109,2019-08-30,7077
2730,203,46094,2018-10-17,2510
2731,752,44621,2019-03-24,9906
2732,371,11992,2019-01-25,1551
2733,154,25244,2019-05-06,7432
2734,667,59342,2018-12-21,7405
2735,4,21637,2019-07-09,5482
2736,405,45894,2019-01-12,7462
2737,460,25785,2019-02-06,601
2738,43,18459,2018-11-17,1764
2739,367,30701,2019-02-12,9718
2740,322,42159,2019-07-29,5664
2741,492,27696,2019-06-24,5044
2742,708,38296,2019-06-14,8756
2743,450,45341,2019-05-07,4448
2744,713,55089,2019-03-17,7591
2745,813,16430,2019-08-23,3769
2746,11,64288,2019-06-27,10590
2747,784,2264,2018-10-10,3791
2748,724,2196,2018-12-11,41
2749,867,51526,2019-01-13,6424
2750,557,62522,2019-01-26,766
2751,178,60629,2019-04-08,4470
2752,204,12040,2019-03-28,10725
2753,551,24553,2019-06-03,9767
2754,830,58174,2019-07-09,1381
2755,665,9254,2018-12-15,2509
2756,590,54931,2019-03-20,5140
2757,218,33184,2018-11-29,8113
2758,387,28580,2019-06-11,3208
2759,724,52794,2018-11-19,6405
2760,728,40138,2019-07-12,10680
2761,164,6078,2019-02-08,8847
2762,844,50821,2019-08-23,2296
2763,95,36775,2018-10-31,7583
2764,770,14645,2019-06-25,5065
2765,68,27360,2019-08-16,2083
2766,587,52090,2019-07-25,8696
2767,447,57513,2019-02-26,3418
2768,259,41562,2018-11-27,3061
2769,230,15808,2019-01-01,9047
2770,770,30567,2019-02-11,10116
2771,493,39645,2019-05-21,9909
2772,17,28840,2019-08-12,6525
2773,737,21895,2019-07-10,103
2774,487,48641,2018-10-07,1298
2775,106,53634,2018-12-12,2944
2776,853,31161,2019-06-15,2649
2777,882,58366,2019-02-28,5690
2778,696,20935,2019-04-16,2099
2779,385,20209,2018-12-31,942
2780,223,10471,2019-06-12,5380
2781,299,50415,2019-05-20,3702
2782,166,41226,2019-07-20,4446
2783,218,62823,2018-12-16,4946
2784,507,30222,2019-03-05,2824
2785,586,22868,2019-08-27,1275
2786,358,50820,2019-01-15,7256
2787,92,22030,2019-03-23,5280
2788,593,28763,2019-07-18,5808
2789,502,32782,2018-11-23,97
2790,698,23072,2019-05-24,5401
2791,323,5049,2018-12-04,5274
2792,180,33346,2018-12-07,9333
2793,116,35316,2019-03-13,9714
2794,506,41264,2018-11-05,3892
2795,591,60822,2018-10-15,8352
2796,828,58601,2019-01-01,4562
2797,812,57921,2018-12-17,5934
2798,31,47579,2018-09-16,10029
2799,799,26171,2018-09-10,5626
2800,73,8900,2019-01-22,8612
2801,879,55986,2018-12-08,1652
2802,173,9670,2018-12-26,10421
2803,754,34886,2018-09-27,9704
2804,84,1568,2018-09-10,3706
2805,626,37823,2018-10-20,9898
2806,716,10117,2018-10-27,9173
2807,66,33347,2018-09-27,7465
2808,171,62665,2019-03-13,1101
2809,274,20372,2018-11-02,5776
2810,413,13808,2019-05-18,7973
2811,333,51015,2019-01-09,7688
2812,633,8740,2019-06-20,10131
2813,656,53586,2019-03-24,5179
2814,782,33767,2018-09-14,9814
2815,148,45472,2019-03-14,913
2816,213,32306,2018-09-14,10650
2817,858,52381,2019-05-27,8088
2818,184,18625,2019-01-28,2646
2819,389,59228,2018-12-10,5760
2820,383,62572,2019-04-07,6782
2821,412,63050,2019-04-23,4535
2822,637,465,2019-07-13,8581
2823,524,43200,2019-04-22,4854
2824,723,54361,2018-12-27,449
2825,118,26594,2018-09-21,4826
2826,84,52919,2019-07-27,2910
2827,78,47981,2019-07-25,9384
2828,629,56672,2019-06-18,2433
2829,196,16883,2019-07-21,9552
2830,849,62927,2019-04-28,4012
2831,239,49536,2018-09-21,3286
2832,315,63287,2019-01-09,8640
