Host,HOST_NAME,SWITCH_ID,SWITCH_NAME,STORAGE_ARRAY_ID
SV461ESXNP171,HOSTNAME4151,61843,SWITCHNAME4151,61861
SV461ESX36,HOSTNAME4152,61843,SWITCHNAME4152,61861
SV461ESX36,HOSTNAME4153,61840,SWITCHNAME4153,61861
SV461ESXNP166,HOSTNAME4154,61840,SWITCHNAME4154,61861
SV461ESX36,HOSTNAME4155,61840,SWITCHNAME4155,61861
SV461ESX36,HOSTNAME4156,61840,SWITCHNAME4156,61861
SV461ESX65,HOSTNAME4157,61840,SWITCHNAME4157,61861
SV461ESXNP166,HOSTNAME4158,61840,SWITCHNAME4158,61861
SV461ESXNP166,HOSTNAME4159,61840,SWITCHNAME4159,61861
SV461ESXNP166,HOSTNAME4160,61840,SWITCHNAME4160,61861
SV461ESXNP166,HOSTNAME4161,61843,SWITCHNAME4161,61861
SV461ESXNP166,HOSTNAME4162,61843,SWITCHNAME4162,61861
SV461ESXNP162,HOSTNAME4163,61843,SWITCHNAME4163,0
SV461ESX39,HOSTNAME4164,61843,SWITCHNAME4164,61861
SV461ESX197,HOSTNAME4165,61843,SWITCHNAME4165,61860
SV461ESX197,HOSTNAME4166,61843,SWITCHNAME4166,61860
SV461ESX197,HOSTNAME4167,61843,SWITCHNAME4167,61860
SV461ESX65,HOSTNAME4168,61843,SWITCHNAME4168,61861
SV461ESX65,HOSTNAME4169,61840,SWITCHNAME4169,61861
SV461ESXNP171,HOSTNAME4170,61840,SWITCHNAME4170,61861
SV461ESXNP190,HOSTNAME4171,61840,SWITCHNAME4171,61861
SV461ESX37,HOSTNAME4172,61840,SWITCHNAME4172,61861
SV461ESX37,HOSTNAME4173,61840,SWITCHNAME4173,61861
SV461ESX197,HOSTNAME4174,61840,SWITCHNAME4174,61860
SV461ESX65,HOSTNAME4175,61840,SWITCHNAME4175,61861
SV461ESXNP171,HOSTNAME4176,61840,SWITCHNAME4176,61861
SV461ESX37,HOSTNAME4177,61843,SWITCHNAME4177,61861
SV461ESX65,HOSTNAME4178,61843,SWITCHNAME4178,61861
SV461ESX65,HOSTNAME4179,61843,SWITCHNAME4179,61861
SV461ESX65,HOSTNAME4180,61843,SWITCHNAME4180,61861
SV461ESXNP187,HOSTNAME4181,61843,SWITCHNAME4181,61861
SV461ESXNP187,HOSTNAME4182,61843,SWITCHNAME4182,61861
SV461ESXNP171,HOSTNAME4183,61843,SWITCHNAME4183,61861
SV461ESXNP187,HOSTNAME4184,61843,SWITCHNAME4184,61861
SV461ESXNP171,HOSTNAME4185,61840,SWITCHNAME4185,61861
SV461ESXNP187,HOSTNAME4186,61840,SWITCHNAME4186,61861
SV461ESXNP172,HOSTNAME4187,61840,SWITCHNAME4187,61861
SV461ESXNP172,HOSTNAME4188,61840,SWITCHNAME4188,61861
SV461ESX66,HOSTNAME4189,61840,SWITCHNAME4189,61861
SV461ESX66,HOSTNAME4190,61840,SWITCHNAME4190,61861
SV461ESX69,HOSTNAME4191,61840,SWITCHNAME4191,61861
SV461ESXNP193,HOSTNAME4192,61840,SWITCHNAME4192,61861
SV461ESXNP165,HOSTNAME4193,61843,SWITCHNAME4193,61861
SV461ESXNP193,HOSTNAME4194,61843,SWITCHNAME4194,61861
SV461ESXNP193,HOSTNAME4195,61843,SWITCHNAME4195,61861
SV461ESX12387,HOSTNAME4196,61843,SWITCHNAME4196,61922
SV461ESXNP193,HOSTNAME4197,61843,SWITCHNAME4197,61861
SV461ESXNP193,HOSTNAME4198,61843,SWITCHNAME4198,61861
SV461ESX39,HOSTNAME4199,61843,SWITCHNAME4199,61861
SV461ESX163,HOSTNAME4200,61843,SWITCHNAME4200,61860
SV461ESXNP166,HOSTNAME4201,61840,SWITCHNAME4201,61861
SV461ESXNP166,HOSTNAME4202,61840,SWITCHNAME4202,61861
SV461ESXNP166,HOSTNAME4203,61840,SWITCHNAME4203,61861
SV461ESX38,HOSTNAME4204,61840,SWITCHNAME4204,61861
SV461ESX38,HOSTNAME4205,61840,SWITCHNAME4205,61861
SV461ESX39,HOSTNAME4206,61840,SWITCHNAME4206,61861
SV461ESXNP165,HOSTNAME4207,61840,SWITCHNAME4207,61861
SV461ESXNP165,HOSTNAME4208,61840,SWITCHNAME4208,61861
SV461ESXNP165,HOSTNAME4209,61843,SWITCHNAME4209,61861
SV461ESXNP166,HOSTNAME4210,61843,SWITCHNAME4210,61861
SV461ESXNP166,HOSTNAME4211,61843,SWITCHNAME4211,61861
SV461ESX38,HOSTNAME4212,61843,SWITCHNAME4212,61861
SV461ESX38,HOSTNAME4213,61843,SWITCHNAME4213,61861
SV461ESX38,HOSTNAME4214,61843,SWITCHNAME4214,61861
SV461ESX36,HOSTNAME4215,61843,SWITCHNAME4215,61861
SV461ESXNP165,HOSTNAME4216,61843,SWITCHNAME4216,61861
SV461ESXNP165,HOSTNAME4217,61840,SWITCHNAME4217,61861
SV461ESXNP166,HOSTNAME4218,61840,SWITCHNAME4218,61861
SV461ESXNP166,HOSTNAME4219,61840,SWITCHNAME4219,61861
SV461ESXNP166,HOSTNAME4220,61840,SWITCHNAME4220,61861
SV461ESXNP171,HOSTNAME4221,61840,SWITCHNAME4221,61861
SV461ESX1887,HOSTNAME4222,61840,SWITCHNAME4222,61922
SV461ESX1915,HOSTNAME4223,61840,SWITCHNAME4223,61922
SV461ESX36,HOSTNAME4224,61840,SWITCHNAME4224,61861
SV461ESX36,HOSTNAME4225,61843,SWITCHNAME4225,61861
SV461ESXNP194,HOSTNAME4226,61843,SWITCHNAME4226,61861
SV461ESXNP194,HOSTNAME4227,61843,SWITCHNAME4227,61861
SV461ESXNP191,HOSTNAME4228,61843,SWITCHNAME4228,61861
SV461ESXNP191,HOSTNAME4229,61843,SWITCHNAME4229,61861
SV461ESXNP191,HOSTNAME4230,61843,SWITCHNAME4230,61861
SV461ESX69,HOSTNAME4231,61843,SWITCHNAME4231,61861
SV461ESXNP189,HOSTNAME4232,61843,SWITCHNAME4232,61861
SV461ESX69,HOSTNAME4233,61840,SWITCHNAME4233,61861
SV461ESX69,HOSTNAME4234,61840,SWITCHNAME4234,61861
SV461ESX73,HOSTNAME4235,61840,SWITCHNAME4235,61861
SV461ESXNP169,HOSTNAME4236,61840,SWITCHNAME4236,61861
SV461ESXNP169,HOSTNAME4237,61840,SWITCHNAME4237,61861
SV461ESXNP169,HOSTNAME4238,61840,SWITCHNAME4238,61861
SV461ESXNP169,HOSTNAME4239,61840,SWITCHNAME4239,61861
SV461ESXNP192,HOSTNAME4240,61840,SWITCHNAME4240,61861
SV461ESXNP192,HOSTNAME4241,61843,SWITCHNAME4241,61861
SV461ESXNP194,HOSTNAME4242,61843,SWITCHNAME4242,61861
SV461ESXNP189,HOSTNAME4243,61843,SWITCHNAME4243,61861
SV461ESX69,HOSTNAME4244,61843,SWITCHNAME4244,61861
SV461ESX69,HOSTNAME4245,61843,SWITCHNAME4245,61861
SV461ESXNP192,HOSTNAME4246,61843,SWITCHNAME4246,61861
SV461ESXNP192,HOSTNAME4247,61843,SWITCHNAME4247,61861
SV461ESXNP192,HOSTNAME4248,61843,SWITCHNAME4248,61861
SV461ESXNP190,HOSTNAME4249,61840,SWITCHNAME4249,61861
SV461ESXNP190,HOSTNAME4250,61840,SWITCHNAME4250,61861
SV461ESXNP190,HOSTNAME4251,61840,SWITCHNAME4251,61861
SV461ESXNP170,HOSTNAME4252,61840,SWITCHNAME4252,61861
SV461ESXNP170,HOSTNAME4253,61840,SWITCHNAME4253,61861
SV461ESXNP170,HOSTNAME4254,61840,SWITCHNAME4254,61861
SV461ESXNP190,HOSTNAME4255,61840,SWITCHNAME4255,61861
SV461ESXNP190,HOSTNAME4256,61840,SWITCHNAME4256,61861
SV461ESXNP190,HOSTNAME4257,61843,SWITCHNAME4257,61861
SV461ESX69,HOSTNAME4258,61843,SWITCHNAME4258,61861
SV461ESX59,HOSTNAME4259,61843,SWITCHNAME4259,61861
SV461ESX59,HOSTNAME4260,61843,SWITCHNAME4260,61861
SV461ESXNP194,HOSTNAME4261,61843,SWITCHNAME4261,61861
SV461ESXNP183,HOSTNAME4262,61843,SWITCHNAME4262,61861
SV461ESXNP183,HOSTNAME4263,61843,SWITCHNAME4263,61861
SV461ESXNP190,HOSTNAME4264,61843,SWITCHNAME4264,61861
SV461ESXNP192,HOSTNAME4265,61840,SWITCHNAME4265,61861
SV461ESXNP186,HOSTNAME4266,61840,SWITCHNAME4266,61861
SV461ESXNP190,HOSTNAME4267,61840,SWITCHNAME4267,61861
SV461ESXNP192,HOSTNAME4268,61840,SWITCHNAME4268,61861
SV461ESX68,HOSTNAME4269,61840,SWITCHNAME4269,61861
SV461ESX67,HOSTNAME4270,61840,SWITCHNAME4270,61861
SV461ESXNP194,HOSTNAME4271,61840,SWITCHNAME4271,61861
SV461ESXNP183,HOSTNAME4272,61840,SWITCHNAME4272,61861
SV461ESXNP183,HOSTNAME4273,61843,SWITCHNAME4273,61861
SV461ESXNP183,HOSTNAME4274,61843,SWITCHNAME4274,61861
SV461ESXNP183,HOSTNAME4275,61843,SWITCHNAME4275,61861
SV461ESXNP186,HOSTNAME4276,61843,SWITCHNAME4276,61861
SV461ESXNP186,HOSTNAME4277,61843,SWITCHNAME4277,61861
SV461ESX58,HOSTNAME4278,61843,SWITCHNAME4278,61861
SV461ESX58,HOSTNAME4279,61843,SWITCHNAME4279,61861
SV461ESX58,HOSTNAME4280,61843,SWITCHNAME4280,61861
SV461ESXNP192,HOSTNAME4281,61840,SWITCHNAME4281,61861
SV461ESXNP186,HOSTNAME4282,61840,SWITCHNAME4282,61861
SV461ESXNP186,HOSTNAME4283,61840,SWITCHNAME4283,61861
SV461ESX59,HOSTNAME4284,61840,SWITCHNAME4284,61861
SV461ESX59,HOSTNAME4285,61840,SWITCHNAME4285,61861
SV461ESX68,HOSTNAME4286,61840,SWITCHNAME4286,61861
SV461ESX67,HOSTNAME4287,61840,SWITCHNAME4287,61861
SV461ESX67,HOSTNAME4288,61840,SWITCHNAME4288,61861
SV461ESXNP168,HOSTNAME4289,61843,SWITCHNAME4289,61861
SV461ESXNP183,HOSTNAME4290,61843,SWITCHNAME4290,61861
SV461ESXNP189,HOSTNAME4291,61843,SWITCHNAME4291,61861
SV461ESXNP194,HOSTNAME4292,61843,SWITCHNAME4292,61861
SV461ESXNP192,HOSTNAME4293,61843,SWITCHNAME4293,61861
SV461ESXNP192,HOSTNAME4294,61843,SWITCHNAME4294,61861
SV461ESXNP186,HOSTNAME4295,61843,SWITCHNAME4295,61861
SV461ESX68,HOSTNAME4296,61843,SWITCHNAME4296,61861
SV461ESX68,HOSTNAME4297,61840,SWITCHNAME4297,61861
SV461ESX60,HOSTNAME4298,61840,SWITCHNAME4298,61861
SV461ESXNP189,HOSTNAME4299,61840,SWITCHNAME4299,61861
SV461ESXNP189,HOSTNAME4300,61840,SWITCHNAME4300,61861
SV461ESXNP189,HOSTNAME4301,61840,SWITCHNAME4301,61861
SV461ESXNP192,HOSTNAME4302,61840,SWITCHNAME4302,61861
SV461ESX57,HOSTNAME4303,61840,SWITCHNAME4303,61861
SV461ESXNP194,HOSTNAME4304,61840,SWITCHNAME4304,61861
SV461ESXNP174,HOSTNAME4305,61843,SWITCHNAME4305,61861
SV461ESX203,HOSTNAME4306,61843,SWITCHNAME4306,61861
SV461ESX60,HOSTNAME4307,61843,SWITCHNAME4307,61861
SV461ESX60,HOSTNAME4308,61843,SWITCHNAME4308,61861
SV461ESX60,HOSTNAME4309,61843,SWITCHNAME4309,61861
SV461ESXNP189,HOSTNAME4310,61843,SWITCHNAME4310,61861
SV461ESX68,HOSTNAME4311,61843,SWITCHNAME4311,61861
SV461ESX68,HOSTNAME4312,61843,SWITCHNAME4312,61861
SV461ESXNP174,HOSTNAME4313,61840,SWITCHNAME4313,61861
SV461ESX60,HOSTNAME4314,61840,SWITCHNAME4314,61861
SV461ESX60,HOSTNAME4315,61840,SWITCHNAME4315,61861
SV461ESX60,HOSTNAME4316,61840,SWITCHNAME4316,61861
SV461ESXNP170,HOSTNAME4317,61840,SWITCHNAME4317,61861
SV461ESXNP192,HOSTNAME4318,61840,SWITCHNAME4318,61861
SV461ESXNP192,HOSTNAME4319,61840,SWITCHNAME4319,61861
SV461ESXNP181,HOSTNAME4320,61840,SWITCHNAME4320,61861
SV461ESXNP170,HOSTNAME4321,61843,SWITCHNAME4321,61861
SV461ESXNP170,HOSTNAME4322,61843,SWITCHNAME4322,61861
SV461ESX73,HOSTNAME4323,61843,SWITCHNAME4323,61861
SV461ESXNP192,HOSTNAME4324,61843,SWITCHNAME4324,61861
SV461ESX73,HOSTNAME4325,61843,SWITCHNAME4325,61861
SV461ESXNP191,HOSTNAME4326,61843,SWITCHNAME4326,61861
SV461ESXNP191,HOSTNAME4327,61843,SWITCHNAME4327,61861
SV461ESXNP191,HOSTNAME4328,61843,SWITCHNAME4328,61861
SV461ESX69,HOSTNAME4329,61840,SWITCHNAME4329,61861
SV461ESX69,HOSTNAME4330,61840,SWITCHNAME4330,61861
SV461ESXNP169,HOSTNAME4331,61840,SWITCHNAME4331,61861
SV461ESX73,HOSTNAME4332,61840,SWITCHNAME4332,61861
SV461ESXNP193,HOSTNAME4333,61840,SWITCHNAME4333,61861
SV461ESXNP191,HOSTNAME4334,61840,SWITCHNAME4334,61861
SV461ESX63,HOSTNAME4335,61840,SWITCHNAME4335,61861
SV461ESXNP189,HOSTNAME4336,61840,SWITCHNAME4336,61861
SV461ESXNP189,HOSTNAME4337,61843,SWITCHNAME4337,61861
SV461ESXNP189,HOSTNAME4338,61843,SWITCHNAME4338,61861
SV461ESXNP189,HOSTNAME4339,61843,SWITCHNAME4339,61861
SV461ESXNP189,HOSTNAME4340,61843,SWITCHNAME4340,61861
SV461ESXNP192,HOSTNAME4341,61843,SWITCHNAME4341,61861
SV461ESXNP192,HOSTNAME4342,61843,SWITCHNAME4342,61861
SV461ESXNP192,HOSTNAME4343,61843,SWITCHNAME4343,61861
SV461ESXNP192,HOSTNAME4344,61843,SWITCHNAME4344,61861
SV461ESX66,HOSTNAME4345,61840,SWITCHNAME4345,61861
SV461ESXNP189,HOSTNAME4346,61840,SWITCHNAME4346,61861
SV461ESXNP189,HOSTNAME4347,61840,SWITCHNAME4347,61861
SV461ESX71,HOSTNAME4348,61840,SWITCHNAME4348,61861
SV461ESXNP189,HOSTNAME4349,61840,SWITCHNAME4349,61861
SV461ESX60,HOSTNAME4350,61840,SWITCHNAME4350,61861
SV461ESX72,HOSTNAME4351,61840,SWITCHNAME4351,61861
SV461ESX72,HOSTNAME4352,61840,SWITCHNAME4352,61861
SV461ESX72,HOSTNAME4353,61843,SWITCHNAME4353,61861
SV461ESX58,HOSTNAME4354,61843,SWITCHNAME4354,61861
SV461ESX72,HOSTNAME4355,61843,SWITCHNAME4355,61861
SV461ESX72,HOSTNAME4356,61843,SWITCHNAME4356,61861
SV461ESX72,HOSTNAME4357,61843,SWITCHNAME4357,61861
SV461ESX58,HOSTNAME4358,61843,SWITCHNAME4358,61861
SV461ESXNP191,HOSTNAME4359,61843,SWITCHNAME4359,61861
SV461ESXNP191,HOSTNAME4360,61843,SWITCHNAME4360,61861
SV461ESX72,HOSTNAME4361,61840,SWITCHNAME4361,61861
SV461ESXNP191,HOSTNAME4362,61840,SWITCHNAME4362,61861
SV461ESXNP191,HOSTNAME4363,61840,SWITCHNAME4363,61861
SV461ESXNP191,HOSTNAME4364,61840,SWITCHNAME4364,61861
SV461ESXNP182,HOSTNAME4365,61840,SWITCHNAME4365,61861
SV461ESX66,HOSTNAME4366,61840,SWITCHNAME4366,61861
SV461ESX66,HOSTNAME4367,61840,SWITCHNAME4367,61861
SV461ESX71,HOSTNAME4368,61840,SWITCHNAME4368,61861
SV461ESX66,HOSTNAME4369,61843,SWITCHNAME4369,61861
SV461ESX66,HOSTNAME4370,61843,SWITCHNAME4370,61861
SV461ESX199,HOSTNAME4371,61843,SWITCHNAME4371,61860
SV461ESX199,HOSTNAME4372,61843,SWITCHNAME4372,61860
SV461ESXMN22,HOSTNAME4373,61843,SWITCHNAME4373,61860
SV461ESX57,HOSTNAME4374,61843,SWITCHNAME4374,0
SV461ESX65,HOSTNAME4375,61843,SWITCHNAME4375,61861
SV461ESX68,HOSTNAME4376,61843,SWITCHNAME4376,61861
SV461ESX198,HOSTNAME4377,61840,SWITCHNAME4377,61860
SV461ESX200,HOSTNAME4378,61840,SWITCHNAME4378,61860
SV461ESX200,HOSTNAME4379,61840,SWITCHNAME4379,61860
SV461ESXMN22,HOSTNAME4380,61840,SWITCHNAME4380,61860
SV461ESX59,HOSTNAME4381,61840,SWITCHNAME4381,0
SV461ESX65,HOSTNAME4382,61840,SWITCHNAME4382,61861
SV461ESX68,HOSTNAME4383,61840,SWITCHNAME4383,61861
SV461ESXNP188,HOSTNAME4384,61840,SWITCHNAME4384,61861
SV461ESXNP188,HOSTNAME4385,61843,SWITCHNAME4385,61861
SV461ESX200,HOSTNAME4386,61843,SWITCHNAME4386,61860
SV461ESX200,HOSTNAME4387,61843,SWITCHNAME4387,61860
SV461ESX163,HOSTNAME4388,61843,SWITCHNAME4388,61860
SV461ESXMN22,HOSTNAME4389,61843,SWITCHNAME4389,61860
SV461ESXMN22,HOSTNAME4390,61843,SWITCHNAME4390,61860
SV461ESXMN22,HOSTNAME4391,61843,SWITCHNAME4391,61860
SV461ESX60,HOSTNAME4392,61843,SWITCHNAME4392,61861
SV461ESX68,HOSTNAME4393,61840,SWITCHNAME4393,61861
SV461ESX68,HOSTNAME4394,61840,SWITCHNAME4394,61861
SV461ESX68,HOSTNAME4395,61840,SWITCHNAME4395,61861
SV461ESX66,HOSTNAME4396,61840,SWITCHNAME4396,61861
SV461ESXNP188,HOSTNAME4397,61840,SWITCHNAME4397,61861
SV461ESXNP188,HOSTNAME4398,61840,SWITCHNAME4398,61861
SV461ESXNP188,HOSTNAME4399,61840,SWITCHNAME4399,61861
SV461ESX197,HOSTNAME4400,61840,SWITCHNAME4400,61860
SV461ESX197,HOSTNAME4401,61843,SWITCHNAME4401,61860
SV461ESX58,HOSTNAME4402,61843,SWITCHNAME4402,61861
SV461ESX66,HOSTNAME4403,61843,SWITCHNAME4403,61861
SV461ESXNP188,HOSTNAME4404,61843,SWITCHNAME4404,61861
SV461ESXNP188,HOSTNAME4405,61843,SWITCHNAME4405,61861
SV461ESX60,HOSTNAME4406,61843,SWITCHNAME4406,61861
SV461ESX60,HOSTNAME4407,61843,SWITCHNAME4407,61861
SV461ESX58,HOSTNAME4408,61843,SWITCHNAME4408,61861
SV461ESX58,HOSTNAME4409,61840,SWITCHNAME4409,61861
SV461ESXNP188,HOSTNAME4410,61840,SWITCHNAME4410,61861
SV461ESXNP188,HOSTNAME4411,61840,SWITCHNAME4411,61861
SV461ESXNP188,HOSTNAME4412,61840,SWITCHNAME4412,61861
SV461ESX71,HOSTNAME4413,61840,SWITCHNAME4413,61861
SV461ESX71,HOSTNAME4414,61840,SWITCHNAME4414,61861
SV461ESX164,HOSTNAME4415,61840,SWITCHNAME4415,61860
SV461ESX164,HOSTNAME4416,61840,SWITCHNAME4416,61860
SV461ESX162,HOSTNAME4417,61843,SWITCHNAME4417,61860
SV461ESX60,HOSTNAME4418,61843,SWITCHNAME4418,61861
SV461ESXNP182,HOSTNAME4419,61843,SWITCHNAME4419,61861
SV461ESX164,HOSTNAME4420,61843,SWITCHNAME4420,61860
SV461ESX162,HOSTNAME4421,61843,SWITCHNAME4421,61860
SV461ESX198,HOSTNAME4422,61843,SWITCHNAME4422,61860
SV461ESXNP182,HOSTNAME4423,61843,SWITCHNAME4423,61861
SV461ESXNP182,HOSTNAME4424,61843,SWITCHNAME4424,61861
SV461ESX198,HOSTNAME4425,61840,SWITCHNAME4425,61860
SV461ESXNP182,HOSTNAME4426,61840,SWITCHNAME4426,61861
SV461ESX68,HOSTNAME4427,61840,SWITCHNAME4427,61861
SV461ESX68,HOSTNAME4428,61840,SWITCHNAME4428,61861
SV461ESX68,HOSTNAME4429,61840,SWITCHNAME4429,61861
SV461ESX163,HOSTNAME4430,61840,SWITCHNAME4430,61860
SV461ESX163,HOSTNAME4431,61840,SWITCHNAME4431,61860
SV461ESX163,HOSTNAME4432,61840,SWITCHNAME4432,61860
SV461ESX163,HOSTNAME4433,61843,SWITCHNAME4433,61860
SV461ESXMN23,HOSTNAME4434,61843,SWITCHNAME4434,61860
SV461ESXMN23,HOSTNAME4435,61843,SWITCHNAME4435,61860
SV461ESX197,HOSTNAME4436,61843,SWITCHNAME4436,61860
SV461ESXNP187,HOSTNAME4437,61843,SWITCHNAME4437,61861
SV461ESXNP187,HOSTNAME4438,61843,SWITCHNAME4438,61861
SV461ESX61,HOSTNAME4439,61843,SWITCHNAME4439,61861
SV461ESX61,HOSTNAME4440,61843,SWITCHNAME4440,61861
SV461ESX61,HOSTNAME4441,61840,SWITCHNAME4441,61861
SV461ESX61,HOSTNAME4442,61840,SWITCHNAME4442,61861
SV461ESX61,HOSTNAME4443,61840,SWITCHNAME4443,61861
SV461ESX59,HOSTNAME4444,61840,SWITCHNAME4444,61861
SV461ESXNP192,HOSTNAME4445,61840,SWITCHNAME4445,0
SV461ESX6243,HOSTNAME4446,61840,SWITCHNAME4446,61920
SV461ESX1996,HOSTNAME4447,61840,SWITCHNAME4447,61920
SV461ESX2006,HOSTNAME4448,61840,SWITCHNAME4448,61920
SV461ESX1985,HOSTNAME4449,61843,SWITCHNAME4449,61920
SV461ESX1996,HOSTNAME4450,61843,SWITCHNAME4450,61920
SV461ESX1996,HOSTNAME4451,61843,SWITCHNAME4451,61920
SV461ESX1996,HOSTNAME4452,61843,SWITCHNAME4452,61920
SV461ESX2006,HOSTNAME4453,61843,SWITCHNAME4453,61920
SV461ESX2002,HOSTNAME4454,61843,SWITCHNAME4454,61920
SV461ESX2006,HOSTNAME4455,61843,SWITCHNAME4455,61920
SV461ESX58,HOSTNAME4456,61843,SWITCHNAME4456,61861
SV461ESX57,HOSTNAME4457,61840,SWITCHNAME4457,61861
SV461ESX57,HOSTNAME4458,61840,SWITCHNAME4458,61861
SV461ESX57,HOSTNAME4459,61840,SWITCHNAME4459,61861
SV461ESX57,HOSTNAME4460,61840,SWITCHNAME4460,61861
SV461ESX57,HOSTNAME4461,61840,SWITCHNAME4461,61861
SV461ESXNP187,HOSTNAME4462,61840,SWITCHNAME4462,61861
SV461ESXNP187,HOSTNAME4463,61840,SWITCHNAME4463,61861
SV461ESXNP187,HOSTNAME4464,61840,SWITCHNAME4464,61861
SV461ESXNP187,HOSTNAME4465,61843,SWITCHNAME4465,61861
SV461ESX78,HOSTNAME4466,61843,SWITCHNAME4466,61861
SV461ESX78,HOSTNAME4467,61843,SWITCHNAME4467,61861
SV461ESXCR42,HOSTNAME4468,61843,SWITCHNAME4468,61861
SV461ESXCR42,HOSTNAME4469,61843,SWITCHNAME4469,61861
SV461ESXCR42,HOSTNAME4470,61843,SWITCHNAME4470,61861
SV461ESX22,HOSTNAME4471,61843,SWITCHNAME4471,61861
SV461ESX22,HOSTNAME4472,61843,SWITCHNAME4472,61861
SV461ESX32,HOSTNAME4473,61840,SWITCHNAME4473,61861
SV461ESX32,HOSTNAME4474,61840,SWITCHNAME4474,61861
SV461ESXCR42,HOSTNAME4475,61840,SWITCHNAME4475,61861
SV461ESXCR42,HOSTNAME4476,61840,SWITCHNAME4476,61861
SV461ESX22,HOSTNAME4477,61840,SWITCHNAME4477,61861
SV461ESXCR41,HOSTNAME4478,61840,SWITCHNAME4478,61861
SV461ESX24,HOSTNAME4479,61840,SWITCHNAME4479,61861
SV461ESX31,HOSTNAME4480,61840,SWITCHNAME4480,61861
SV461ESX31,HOSTNAME4481,61843,SWITCHNAME4481,61861
SV461ESXCR40,HOSTNAME4482,61843,SWITCHNAME4482,61861
SV461ESXCR40,HOSTNAME4483,61843,SWITCHNAME4483,61861
SV461ESXCR40,HOSTNAME4484,61843,SWITCHNAME4484,61861
SV461ESX24,HOSTNAME4485,61843,SWITCHNAME4485,61861
SV461ESX24,HOSTNAME4486,61843,SWITCHNAME4486,61861
SV461ESX32,HOSTNAME4487,61843,SWITCHNAME4487,61861
SV461ESX34,HOSTNAME4488,61843,SWITCHNAME4488,61861
SV461ESX34,HOSTNAME4489,61840,SWITCHNAME4489,61861
SV461ESX34,HOSTNAME4490,61840,SWITCHNAME4490,61861
SV461ESXCR40,HOSTNAME4491,61840,SWITCHNAME4491,61861
SV461ESXCR40,HOSTNAME4492,61840,SWITCHNAME4492,61861
SV461ESXCR40,HOSTNAME4493,61840,SWITCHNAME4493,61861
SV461ESXCR41,HOSTNAME4494,61840,SWITCHNAME4494,61861
SV461ESXCR41,HOSTNAME4495,61840,SWITCHNAME4495,61861
SV461ESX32,HOSTNAME4496,61840,SWITCHNAME4496,61861
SV461ESX32,HOSTNAME4497,61843,SWITCHNAME4497,61861
SV461ESX32,HOSTNAME4498,61843,SWITCHNAME4498,61861
SV461ESX40,HOSTNAME4499,61843,SWITCHNAME4499,61861
SV461ESXCR40,HOSTNAME4500,61843,SWITCHNAME4500,61861
SV461ESX31,HOSTNAME4501,61843,SWITCHNAME4501,61861
SV461ESX40,HOSTNAME4502,61843,SWITCHNAME4502,61861
SV461ESX32,HOSTNAME4503,61843,SWITCHNAME4503,61861
SV461ESX40,HOSTNAME4504,61843,SWITCHNAME4504,61861
SV461ESXCR40,HOSTNAME4505,61840,SWITCHNAME4505,61861
SV461ESXCR40,HOSTNAME4506,61840,SWITCHNAME4506,61861
SV461ESXCR40,HOSTNAME4507,61840,SWITCHNAME4507,61861
SV461ESX31,HOSTNAME4508,61840,SWITCHNAME4508,61861
SV461ESX31,HOSTNAME4509,61840,SWITCHNAME4509,61861
SV461ESX40,HOSTNAME4510,61840,SWITCHNAME4510,61861
SV461ESX79,HOSTNAME4511,61840,SWITCHNAME4511,61861
SV461ESX19,HOSTNAME4512,61840,SWITCHNAME4512,61861
SV461ESX19,HOSTNAME4513,61843,SWITCHNAME4513,61861
SV461ESX10,HOSTNAME4514,61843,SWITCHNAME4514,61861
SV461ESX11,HOSTNAME4515,61843,SWITCHNAME4515,61861
SV461ESX11,HOSTNAME4516,61843,SWITCHNAME4516,61861
SV461ESX24,HOSTNAME4517,61843,SWITCHNAME4517,61861
SV461ESX24,HOSTNAME4518,61843,SWITCHNAME4518,61861
SV461ESXCR40,HOSTNAME4519,61843,SWITCHNAME4519,61861
SV461ESXCR40,HOSTNAME4520,61843,SWITCHNAME4520,61861
SV461ESX17,HOSTNAME4521,61840,SWITCHNAME4521,61861
SV461ESX17,HOSTNAME4522,61840,SWITCHNAME4522,61861
SV461ESX79,HOSTNAME4523,61840,SWITCHNAME4523,61861
SV461ESX45,HOSTNAME4524,61840,SWITCHNAME4524,61861
SV461ESX45,HOSTNAME4525,61840,SWITCHNAME4525,61861
SV461ESX19,HOSTNAME4526,61840,SWITCHNAME4526,61861
SV461ESX10,HOSTNAME4527,61840,SWITCHNAME4527,61861
SV461ESX10,HOSTNAME4528,61840,SWITCHNAME4528,61861
SV461ESX10,HOSTNAME4529,61843,SWITCHNAME4529,61861
SV461ESX10,HOSTNAME4530,61843,SWITCHNAME4530,61861
SV461ESX11,HOSTNAME4531,61843,SWITCHNAME4531,61861
SV461ESX11,HOSTNAME4532,61843,SWITCHNAME4532,61861
SV461ESX24,HOSTNAME4533,61843,SWITCHNAME4533,61861
SV461ESXCR40,HOSTNAME4534,61843,SWITCHNAME4534,61861
SV461ESX79,HOSTNAME4535,61843,SWITCHNAME4535,61861
SV461ESX45,HOSTNAME4536,61843,SWITCHNAME4536,61861
SV461ESX10,HOSTNAME4537,61840,SWITCHNAME4537,61861
SV461ESX24,HOSTNAME4538,61840,SWITCHNAME4538,61861
