"id","label","value","source"
495,"patriotboy.blogspot.com",0,"LeftyDirectory"
496,"pattymurray.com/blog.php",0,"CampaignLine"
497,"paulchasman.com",0,"Blogarama,LeftyDirectory"
498,"peacegarden.blogspot.com",0,"Blogarama,LeftyDirectory,BlogCatalog"
499,"penheaded.blogspot.com",0,"Blogarama"
500,"pennywit.com/drupal",0,"eTalkingHead"
501,"permanentred.com",0,"Blogarama"
502,"peskytherat.com/pesky",0,"Blogarama"
503,"phillybri.blogspot.com",0,"BlogCatalog"
504,"philoponia.blogspot.com",0,"Blogarama"
505,"philosophers-stone.blogspot.com",0,"Blogarama,LeftyDirectory"
506,"philvbblog.blogspot.com",0,"Blogarama,BlogCatalog"
507,"phoblographer.com",0,"Blogarama"
508,"pinkofeministhellcat.typepad.com/pinko_feminist_hellcat",0,"Blogarama"
509,"planetdave.com/blogs.php3?mid=1",0,"BlogCatalog"
510,"politicalinsanity.com",0,"BlogCatalog"
511,"politicalmonitor.us/blog",0,"Blogarama"
512,"politicalstrategy.org",0,"CampaignLine"
513,"politicalthought.net",0,"Blogarama,BlogCatalog"
514,"politicalwire.com",0,"BlogPulse"
515,"politics.feedster.com",0,"CampaignLine"
516,"politicswithrichard.blogspot.com",0,"Blogarama"
517,"polizeros.com",0,"Blogarama"
518,"pollsterseek.blogspot.com",0,"Blogarama"
519,"polstate.com",0,"LabeledManually"
520,"popstalin.com/news",0,"Blogarama"
521,"portapulpit.com",0,"Blogarama"
522,"posptect.org/weblog",0,"LabeledManually"
523,"praguewriter.typepad.com",0,"eTalkingHead"
524,"presidentboxer.blogspot.com",0,"CampaignLine"
525,"prestoncaldwellblog.blogspot.com",0,"LeftyDirectory,eTalkingHead"
526,"probitus.obrien4.net",0,"Blogarama,BlogCatalog"
527,"profgoose.blogspot.com",0,"Blogarama"
528,"progressivecyclone.blogspot.com",0,"BlogCatalog"
529,"progressivedialogue.com",0,"Blogarama"
530,"progressiveink.com",0,"BlogCatalog"
531,"progressiveink.com/bloggers.php",0,"Blogarama"
532,"progressivesociety.com/blog",0,"Blogarama,BlogCatalog"
533,"progressivetrail.org/blog.shtml",0,"Blogarama"
534,"proponentofreason.blogspot.com",0,"BlogCatalog"
535,"prospect.org/weblog",0,"BlogPulse,LeftyDirectory"
536,"pudentilla.blogspot.com",0,"Blogarama"
537,"punditician.blogspot.com",0,"Blogarama"
538,"purplestates.blogspot.com",0,"Blogarama"
539,"qando.net",0,"LabeledManually"
540,"question-dean.blogspot.com",0,"Blogarama"
541,"radgeek.com",0,"Blogarama"
542,"radikal_papi.pitas.com",0,"eTalkingHead"
543,"radio.weblogs.com/0131587/categories/flush",0,"Blogarama"
544,"raedinthemiddle.blogspot.com",0,"LeftyDirectory,eTalkingHead"
545,"randz.net",0,"Blogarama"
546,"rantingred.blogspot.com",0,"Blogarama"
547,"reachm.com/amstreet",0,"Blogarama"
548,"readingpost.com",0,"Blogarama,LeftyDirectory"
549,"realitybasednation.com",0,"Blogarama"
550,"red-harvest.blogspot.com",0,"Blogarama,LeftyDirectory"
551,"religiousleft.blogspot.com",0,"LabeledManually"
552,"republicansbite.com",0,"Blogarama"
553,"republicoft.typepad.com",0,"BlogCatalog"
554,"resistoppression.blogspot.com",0,"Blogarama,BlogCatalog"
555,"restoreamerica.blogspot.com",0,"BlogCatalog"
556,"retrogrouch.net",0,"Blogarama,LeftyDirectory"
557,"revoltnow-us.blogspot.com",0,"Blogarama"
558,"reynardfox.com",0,"Blogarama"
559,"rhetoricrhythm.blogspot.com",0,"LeftyDirectory,eTalkingHead"
560,"righthandthief.blogspot.com",0,"LabeledManually"
561,"rising-hegemon.blogspot.com",0,"LabeledManually"
562,"risinghegemon.blogspot.com",0,"Blogarama"
563,"rittenhouse.blogspot.com",0,"Blogarama,LeftyDirectory"
564,"riverbendblog.blogspot.com",0,"LabeledManually"
565,"rkook.blogspot.com",0,"BlogCatalog"
566,"roadtosurfdom.com",0,"LeftyDirectory"
567,"robot-invasion.com",0,"Blogarama,eTalkingHead"
568,"robschumacher.blogspot.com",0,"Blogarama"
569,"rockthrower.blogs.com/rockthrower",0,"CampaignLine"
570,"rogerailes.blogspot.com",0,"LeftyDirectory,eTalkingHead"
571,"roil.blogspot.com",0,"Blogarama"
572,"rooksrant.com",0,"LabeledManually"
573,"rowhouselogic.com",0,"Blogarama"
574,"roxanne.typepad.com",0,"eTalkingHead"
575,"rudepundit.blogspot.com",0,"LabeledManually"
576,"rudyforfreeholder.org",0,"Blogarama"
577,"ruminatethis.com",0,"LeftyDirectory"
578,"s88172659.onlinehome.us/spockosbrain.html",0,"Blogarama"
579,"sadlyno.com",0,"LeftyDirectory"
580,"saveoursenate.blogspot.com",0,"BlogCatalog"
581,"savetheus.blogspot.com",0,"Blogarama"
582,"saxa.blogspot.com",0,"Blogarama"
583,"sccdp.org/blog.php",0,"BlogCatalog"
584,"schadelmann.com",0,"Blogarama"
585,"scoobiedavis.blogspot.com",0,"LeftyDirectory"
586,"scott-niven.com/saltwaterpizza",0,"BlogCatalog"
587,"scottcsmith.net",0,"Blogarama,LeftyDirectory,BlogCatalog,eTalkingHead"
588,"scripting.com",0,"BlogPulse"
589,"scrutinyhooligans.blogspot.com",0,"Blogarama,LeftyDirectory"
590,"seeingtheforest.com",0,"Blogarama"
591,"seetheforest.blogspot.com",0,"LeftyDirectory,CampaignLine"
592,"senatorbarb.typepad.com",0,"CampaignLine"
593,"senorpez.com",0,"BlogCatalog"
594,"sequiturnon.blog-city.com",0,"Blogarama"
595,"sethdmichaels.com",0,"LeftyDirectory,CampaignLine"
596,"shakespearessister.blogspot.com",0,"Blogarama,BlogCatalog"
597,"shamelessantagonist.blogspot.com",0,"Blogarama,eTalkingHead"
598,"sharedthought.com/weblog",0,"Blogarama"
599,"shetquaker.blog-city.com",0,"Blogarama"
600,"shininglight.us",0,"Blogarama,BlogCatalog"
601,"shoegal.modblog.com",0,"BlogCatalog"
602,"shotofpolitics.blogspot.com",0,"CampaignLine"
603,"shrillblog.blogspot.com",0,"LabeledManually"
604,"simbaud.blogspot.com",0,"Blogarama"
605,"simplyappalling.blogspot.com",0,"Blogarama"
606,"skipperstyle.com",0,"BlogCatalog"
607,"small-hands.blogspot.com",0,"BlogCatalog"
608,"smearbody.blogspot.com",0,"Blogarama"
609,"smirkingchimp.com",0,"LabeledManually"
610,"smithersmpls.com",0,"Blogarama"
611,"snooty.binaryclub.com/wp-rdf.php",0,"Blogarama"
612,"snunes.blogspot.com",0,"Blogarama,LeftyDirectory"
613,"someonetakethewheel.blogspot.com",0,"Blogarama,eTalkingHead"
614,"soonerthought.com",0,"Blogarama"
615,"southknoxbubba.net/skblog",0,"eTalkingHead"
616,"spacedog26.blogspot.com",0,"BlogCatalog"
617,"spectatorsport.blogspot.com",0,"Blogarama"
618,"stagefour.typepad.com/commonprejudice",0,"Blogarama"
619,"stalinism.com/shot-by-both-sides",0,"eTalkingHead"
620,"stcfoundation.blogspot.com",0,"Blogarama"
621,"stephenbates.com/yellowdoggereldemocrat",0,"LeftyDirectory"
622,"stevecopy.blogharbor.com",0,"Blogarama"
623,"stevegilliard.blogspot.com",0,"BlogPulse,LeftyDirectory"
624,"steveguy.me.uk",0,"eTalkingHead"
625,"stevemacek.blogspot.com",0,"Blogarama,LeftyDirectory"
626,"stillfighting.blogspot.com",0,"Blogarama"
627,"stirs-the-pot.blogspot.com",0,"Blogarama"
628,"stitt.blogspot.com",0,"CampaignLine"
629,"stonyfield.com/weblog/bovinebugle/index.html",0,"BlogCatalog"
630,"stonyfield.com/weblog/strongwomendailynews/index.html",0,"BlogCatalog"
631,"strangedoctrines.typepad.com",0,"eTalkingHead"
632,"strangesemantics.blogspot.com",0,"Blogarama"
633,"stzman.org/blog",0,"Blogarama"
634,"suburbanguerrilla.blogspot.com",0,"LeftyDirectory,LabeledManually"
635,"swamiuptown.com",0,"eTalkingHead"
636,"swingleft.blogspot.com",0,"Blogarama"
637,"swingstateproject.com",0,"LeftyDirectory,CampaignLine"
638,"takeaction.blog-city.com",0,"Blogarama"
639,"takeactionmichigan.blog-city.com",0,"Blogarama"
640,"takebackthemedia.com",0,"LabeledManually"
641,"talkingpointsmemo.com",0,"BlogPulse,LeftyDirectory"
642,"talkleft.com",0,"BlogPulse,LeftyDirectory,eTalkingHead,CampaignLine"
643,"tallone.org",0,"Blogarama"
644,"tbogg.blogspot.com",0,"LeftyDirectory,LabeledManually"
645,"teenageenthusiast.blogspot.com",0,"Blogarama"
646,"tesibria.typepad.com/democracy_is_coming",0,"Blogarama"
647,"thatcoloredfellasweblog.bloghorn.com",0,"Blogarama,LeftyDirectory"
648,"thatgoodnight.com",0,"Blogarama"
649,"the-goddess.org",0,"CampaignLine"
650,"the-hamster.com",0,"LeftyDirectory"
651,"theaggpro.blogspot.com",0,"Blogarama"
652,"theagitator.blogspot.com",0,"Blogarama"
653,"theangryliberal.blogspot.com",0,"Blogarama"
654,"theantibush.org",0,"Blogarama"
655,"theapologist.blogspot.com",0,"Blogarama"
656,"thebarrexam.blogspot.com",0,"CampaignLine"
657,"theblogwarrior.blogspot.com",0,"Blogarama,BlogCatalog,CampaignLine"
658,"thebluestate.com",0,"LabeledManually"
659,"theblueview.blogspot.com",0,"Blogarama,BlogCatalog"
660,"thecarpetbaggerreport.com",0,"BlogPulse"
661,"thecore4.com",0,"BlogCatalog"
662,"thefulcrum.blogspot.com",0,"Blogarama,LeftyDirectory"
663,"theimmoralminority.blogspot.com",0,"Blogarama"
664,"theleftcoaster.com",0,"LeftyDirectory,LabeledManually"
665,"thelefthand.blogspot.com",0,"Blogarama"
666,"thelonedem.com",0,"Blogarama"
667,"thelucideye.blogspot.com",0,"Blogarama"
668,"thepeach.blogspot.com",0,"Blogarama"
669,"thepoorman.net",0,"LeftyDirectory"
670,"theradiomansays.blogspot.com",0,"eTalkingHead"
671,"therogueangel.com/blog",0,"BlogCatalog"
672,"therustybarrel.com/david/blog",0,"BlogCatalog"
673,"thesiliconmind.blogspot.com",0,"Blogarama"
674,"thesnooter.blogspot.com",0,"BlogCatalog"
675,"thetalentshow.org",0,"LeftyDirectory"
676,"thetalkingdog.com",0,"LeftyDirectory"
677,"thewashingtonnote.com",0,"LabeledManually"
678,"thewilson.blogspot.com",0,"Blogarama"
679,"theworldaroundyou.com",0,"eTalkingHead"
680,"thewritewing.blogspot.com",0,"BlogCatalog"
681,"theyetimn.blogspot.com",0,"Blogarama"
682,"thingsasitis.net",0,"Blogarama"
683,"think2004.com",0,"eTalkingHead"
684,"thinkingrocks.blogspot.com",0,"Blogarama"
685,"thirdredeye.blogspot.com",0,"Blogarama"
686,"thislousytshirt.net",0,"Blogarama,LeftyDirectory"
687,"thismodernworld.com",0,"LeftyDirectory,CampaignLine"
688,"thomasblog.typepad.com/bloggg",0,"eTalkingHead"
689,"thunewatch.squarespace.com",0,"Blogarama"
690,"tinylittledots.com",0,"eTalkingHead"
691,"tobyemden.blogspot.com",0,"Blogarama"
692,"tom_thinks.blogspot.com",0,"eTalkingHead"
693,"tomburka.com",0,"Blogarama,LeftyDirectory,CampaignLine"
694,"tomcoburnisabigfatjerk.blogspot.com",0,"Blogarama"
695,"tomdaschle.com/tom/index.php?id=34",0,"CampaignLine"
696,"tomherod.blogspot.com",0,"BlogCatalog"
697,"tonyknowles.com/blog.html",0,"CampaignLine"
698,"topviewnews.com/blog",0,"BlogCatalog"
699,"toteota.blogspot.com",0,"LabeledManually"
700,"trainorphans.org",0,"Blogarama"
701,"translucence.org",0,"Blogarama"
702,"travalex.blogspot.com",0,"Blogarama,BlogCatalog"
703,"tristero.blogspot.com",0,"Blogarama,LeftyDirectory"
704,"trueconservative.typepad.com",0,"Blogarama"
705,"truedemocrat.blogspot.com",0,"Blogarama"
706,"truthbenotproud.blogspot.com",0,"Blogarama"
707,"tuibguy.messagemonster.com",0,"Blogarama"
708,"turnpikefeminist.com",0,"Blogarama"
709,"turnspit.com",0,"Blogarama"
710,"uberddue.blogspot.com",0,"Blogarama"
711,"uberdude.blogspot.com",0,"Blogarama"
712,"uggabugga.blogspot.com",0,"LeftyDirectory"
713,"unodemocrats.com/blog",0,"CampaignLine"
714,"upper-left.blogspot.com",0,"CampaignLine"
715,"urbandemocracy.blogspot.com",0,"Blogarama"
716,"urbanecoinc.com/wordpress1",0,"Blogarama"
717,"usademocrazy.blogspot.com",0,"Blogarama"
718,"usliberals.about.com",0,"Blogarama"
719,"uwaythinks.blogspot.com",0,"BlogCatalog"
720,"vernsblog.thegillfamily.us:8180",0,"BlogCatalog"
721,"virginiaprogressive.blogspot.com",0,"Blogarama"
722,"vocis.com/frank",0,"BlogCatalog"
723,"votekerryedwards2004.blogspot.com",0,"Blogarama"
724,"votervirginblog.blogspot.com",0,"Blogarama"
725,"waitingfordorothy.blogspot.com",0,"Blogarama"
726,"wampum.wabanaki.net",0,"LabeledManually"
727,"warandpiece.com",0,"LeftyDirectory"
728,"warriorsblog.blogspot.com",0,"Blogarama"
729,"washingtonmonthly.com",0,"BlogPulse,LeftyDirectory"
730,"watchingthewatchers.org",0,"BlogCatalog"
731,"waveflux.net",0,"BlogCatalog"
732,"weblogs.bakshi.us/redskunk",0,"LeftyDirectory,BlogCatalog"
733,"werenotallincompetent.blogspot.com",0,"Blogarama"
734,"whirlingbuffalo.com/creative-spirits.htm",0,"BlogCatalog"
735,"whopundit.blogspot.com",0,"Blogarama"
736,"whoviating.blogspot.com",0,"LeftyDirectory,LabeledManually"
737,"whyareweback.blogspot.com",0,"Blogarama,BlogCatalog"
738,"winnegar.blog-city.com",0,"BlogCatalog"
739,"winthewest.blogspot.com",0,"Blogarama"
740,"woneffe.typepad.com",0,"BlogCatalog"
741,"wonkette.com",0,"LabeledManually"
742,"workingpapers.blogspot.com",0,"BlogCatalog"
743,"worldonfire.typepad.com/world_on_fire",0,"Blogarama,LeftyDirectory"
744,"wpblog.ohpinion.com",0,"eTalkingHead"
745,"wsrblood.typepad.com/wiserblog",0,"Blogarama,LeftyDirectory,eTalkingHead"
746,"wtf.mindsay.com",0,"Blogarama"
747,"wtpm.blogspot.com",0,"Blogarama,LeftyDirectory"
748,"wynterstoner.blogspot.com",0,"eTalkingHead"
749,"x-pollen.com/many/blog.html",0,"CampaignLine"
750,"xanga.com/allegrad",0,"BlogCatalog"
751,"xanga.com/home.aspx?user=phknrocket1k",0,"eTalkingHead"
752,"xanga.com/kerry4president",0,"Blogarama"
753,"xianleft.blogspot.com",0,"Blogarama"
754,"xnerg.blogspot.com",0,"LeftyDirectory,eTalkingHead"
755,"yarsrevenge.blogspot.com",0,"Blogarama,LeftyDirectory"
756,"yglesias.typepad.com/matthew",0,"eTalkingHead"
757,"yoder.ru",0,"eTalkingHead"
758,"younglibs.com",0,"Blogarama"
759,"84rules.blog-city.com",1,"eTalkingHead"
760,"a100wwe.blogspot.com",1,"Blogarama"
761,"absurd-canadian.blogspot.com",1,"eTalkingHead"
762,"ace.mu.nu",1,"LabeledManually"
763,"aceoftrumpblog.blogspot.com",1,"Blogarama,BlogCatalog"
764,"acepilots.com/mt",1,"LabeledManually"
765,"acertainslantoflight.blogspot.com",1,"Blogarama"
766,"achicknamedmarzi.com",1,"eTalkingHead"
767,"activistchat.com/blogiran",1,"LabeledManually"
768,"adeimantus.blogspot.com",1,"Blogarama"
769,"adonai.cc",1,"Blogarama"
770,"airjun.blogspot.com",1,"Blogarama"
771,"alamodispatches.blogspot.com",1,"Blogarama"
772,"alamonation.blogspot.com",1,"Blogarama"
773,"alarmingnews.com",1,"Blogarama,BlogPulse,CampaignLine"
774,"aldaron.modblog.com",1,"Blogarama,BlogCatalog"
775,"aldaynet.org",1,"Blogarama"
776,"alexpelan.blogspot.com",1,"BlogCatalog"
777,"alittlemoretotheright.com",1,"eTalkingHead,CampaignLine"
778,"all-encompassingly.com",1,"Blogarama,eTalkingHead"
779,"allahpundit.com",1,"BlogPulse"
780,"allthingsmark.com",1,"Blogarama"
781,"alphapatriot.com",1,"Blogarama"
782,"althouse.blogspot.com",1,"BlogPulse,eTalkingHead"
783,"americaindenial.com/?q=node/feed",1,"Blogarama"
784,"americanchronicle.blogspot.com",1,"BlogCatalog"
785,"americancommentator.blogs.com/the_american_commentator_",1,"CampaignLine"
786,"americandigest.org",1,"LabeledManually"
787,"americandinosaur.blogspot.com",1,"Blogarama"
788,"americanfuture.typepad.com",1,"Blogarama"
789,"americanjihad.blogspot.com",1,"BlogCatalog"
790,"americankernel.com",1,"Blogarama"
791,"americanreport.blogspot.com",1,"Blogarama,BlogCatalog"
792,"americanthinker.com",1,"BlogCatalog"
793,"americanwarmonger.blogspot.com",1,"Blogarama,BlogCatalog"
794,"americanworldview.tripod.com/weltansblog",1,"Blogarama"
795,"americasteen.tk",1,"Blogarama"
796,"amigo13.blogspot.com",1,"Blogarama"
797,"amradio.blogspot.com",1,"Blogarama"
798,"andrewsullivan.com",1,"BlogPulse,CampaignLine"
799,"andrightlyso.blogspot.com",1,"Blogarama"
800,"angrychineseblogger.blog-city.com",1,"eTalkingHead"
801,"angrygwn.blogspot.com",1,"BlogCatalog"
802,"anncoulter.org",1,"LabeledManually"
803,"annika.mu.nu",1,"eTalkingHead"
804,"anothervrwc.blogspot.com",1,"Blogarama"
805,"antijohnkerry.blogspot.com",1,"CampaignLine"
806,"antiprotester.blogspot.com",1,"Blogarama"
807,"apologiesdemanded.blogspot.com",1,"Blogarama,eTalkingHead"
808,"arkanssouri.blogspot.com",1,"Blogarama"
809,"armchairgeneralist.typepad.com",1,"LeftyDirectory"
810,"asmallvictory.net",1,"BlogPulse"
811,"asmodeus-space.com/weblog/blog/index.php",1,"Blogarama"
812,"astrosoup.blogspot.com",1,"Blogarama"
813,"athena.blogs.com",1,"Blogarama"
814,"awideawake.blogspot.com",1,"Blogarama,BlogCatalog"
815,"ayerdis.com/rants.php",1,"Blogarama"
816,"babytrollblog.com",1,"Blogarama"
817,"baldilocks.typepad.com",1,"Blogarama,BlogPulse"
818,"balloon-juice.com",1,"eTalkingHead"
819,"bamapachyderm.blogspot.com",1,"Blogarama,BlogCatalog"
820,"batr.net",1,"Blogarama"
821,"batr.org/commentary.html",1,"Blogarama"
822,"beautifulatrocities.com",1,"LabeledManually"
823,"beefalwayswins.blogspot.com",1,"Blogarama"
824,"beldar.blogs.com/beldarblog",1,"eTalkingHead"
825,"bellusbellum.info",1,"Blogarama"
826,"belmontclub.blogspot.com",1,"LabeledManually"
827,"bensgtusmc.com",1,"Blogarama"
828,"bensworld.patriotforum.org",1,"Blogarama"
829,"bernardmoon.blogspot.com",1,"eTalkingHead"
830,"betsyspage.blogspot.com",1,"LabeledManually"
831,"bidinotto.journalspace.com",1,"Blogarama"
832,"bigenchilada.org",1,"BlogCatalog"
833,"bigfatroid.blogspot.com",1,"Blogarama,BlogCatalog"
834,"bigjourney.blogspot.com",1,"Blogarama"
835,"billhobbs.com",1,"BlogPulse"
836,"billrice.org",1,"Blogarama"
837,"billroggio.com/easongate",1,"LabeledManually"
838,"bitheads.blogspot.com",1,"Blogarama"
839,"bittersweetme.net/blog/index.php",1,"Blogarama"
840,"bkennelly.com/vox",1,"Blogarama"
841,"blackmanforbush.blogspot.com",1,"Blogarama"
842,"blindmindseye.com",1,"Blogarama"
843,"blithered.blogspot.com",1,"Blogarama"
844,"blog.iainlindley.com",1,"eTalkingHead"
845,"blog.mytechaid.com",1,"Blogarama"
846,"blog.nam.org",1,"BlogCatalog"
847,"blog.ncsweb.us",1,"Blogarama,BlogCatalog,eTalkingHead,CampaignLine"
848,"blog.so-amazing.net",1,"Blogarama"
849,"blog.willrobinson47.com",1,"Blogarama"
850,"bloghogger.blogspot.com",1,"eTalkingHead"
851,"blogicus.com",1,"eTalkingHead"
852,"blogodob.blogspot.com",1,"eTalkingHead"
853,"blogs.blogosphere.ca/brock",1,"Blogarama"
854,"blogsagainsthillary.com",1,"LabeledManually"
855,"blogsforbush.com",1,"BlogPulse,CampaignLine"
856,"blogsofwar.com",1,"BlogPulse,eTalkingHead"
857,"blogspirator.blogspot.com",1,"Blogarama"
858,"blubberhollow.com/blog",1,"Blogarama"
859,"blue6golf.blogspot.com",1,"Blogarama"
860,"bluegoldfish.blogs.com/surface",1,"Blogarama"
861,"bluestates.blogspot.com",1,"LeftyDirectory"
862,"bobhayes.net",1,"CampaignLine"
863,"boottotheskull.com",1,"Blogarama"
864,"borgardblog.blogspot.com",1,"Blogarama"
865,"brainshavings.com",1,"LabeledManually"
866,"brendonsspiderhole.blogspot.com",1,"Blogarama"
867,"brianlarry.com",1,"Blogarama"
868,"brianscott.blogspot.com",1,"Blogarama"
869,"brutallyhonest.org",1,"Blogarama"
870,"buckeyepundit.blogspot.com",1,"BlogCatalog"
871,"bullmooserepublicans.com/blog",1,"Blogarama,LabeledManually"
872,"bushblog.us",1,"Blogarama"
873,"c-pol.blogspot.com",1,"Blogarama,CampaignLine"
874,"californiaconservatives4truth.blogspot.com",1,"Blogarama"
875,"calirep.blogspot.com",1,"Blogarama"
876,"calpoly.edu/~doleary/blog.htm",1,"Blogarama"
877,"campaignofone.org/blog/index.asp",1,"Blogarama"
878,"captainsquartersblog.com/mt",1,"eTalkingHead"
879,"catscape.com",1,"Blogarama"
880,"cayankee.blogs.com",1,"BlogPulse"
881,"cbcbcbcb.blogspot.com",1,"Blogarama"
882,"ccs178.com",1,"BlogCatalog"
883,"cdharris.net",1,"BlogPulse"
884,"cecile.squarespace.com",1,"Blogarama"
885,"celluloid-wisdom.com/pw",1,"LabeledManually"
886,"celluloid-wisdom.com/pw/",1,"LabeledManually"
887,"centinel.blogspot.com",1,"Blogarama"
888,"chadster.capitalfocus.org",1,"Blogarama"
889,"chainik_hocker.blogspot.com",1,"BlogCatalog"
890,"charlesking.blogspot.com",1,"eTalkingHead"
891,"chiefsblog.blogspot.com",1,"eTalkingHead"
892,"chrenkoff.blogspot.com",1,"LabeledManually"
893,"christian-patriot.blogspot.com",1,"Blogarama,BlogCatalog"
894,"civilcommotion.com",1,"eTalkingHead"
895,"claycalhoun.com",1,"Blogarama"
896,"claytoncorner.blogspot.com",1,"eTalkingHead"
897,"clubforgrowth.org/blog",1,"CampaignLine"
898,"cmillertime.blogspot.com",1,"eTalkingHead"
899,"coffee.ondragonswing.com",1,"eTalkingHead"
900,"commonsenserunswild.typepad.com",1,"Blogarama"
901,"confederateyankee.blogspot.com",1,"Blogarama,eTalkingHead,CampaignLine"
902,"conpro.blogspot.com",1,"Blogarama"
903,"conservativeblogger.com",1,"eTalkingHead"
904,"conservativecat.com",1,"Blogarama"
905,"conservativecitizen.blogspot.com",1,"eTalkingHead,CampaignLine"
906,"conservativedhc.blogspot.com",1,"Blogarama"
907,"conservativedialysis.com",1,"BlogCatalog"
908,"conservativeeyes.blogspot.com",1,"BlogCatalog"
909,"conservativelife.com/blog",1,"Blogarama,BlogCatalog,eTalkingHead"
910,"conservativenation.us",1,"Blogarama"
911,"conservativeobserver.blogspot.com",1,"eTalkingHead"
912,"conservativepolitics.blogspot.com",1,"Blogarama,eTalkingHead"
913,"conservativepunk.com",1,"eTalkingHead"
914,"conservativepush.blogspot.com",1,"CampaignLine"
915,"conservativeresponse.com",1,"Blogarama"
916,"conservativerevolution.com",1,"LabeledManually"
917,"conservativevor.blogdrive.com",1,"Blogarama"
918,"conservativezone.blogspot.com",1,"Blogarama"
919,"coxandforkum.com",1,"LabeledManually"
920,"cptnwinky.com",1,"Blogarama,eTalkingHead"
921,"crankybastard.blogspot.com",1,"Blogarama,eTalkingHead"
922,"crankyneocon.com/crankyneocon",1,"LabeledManually"
923,"criticalbill.blogspot.com",1,"Blogarama"
924,"cruelkev.blogspot.com",1,"Blogarama"
925,"cubanstories.blogspot.com",1,"Blogarama"
926,"cybermenace.blogspot.com",1,"eTalkingHead"
927,"cynicalnation.com",1,"Blogarama"
928,"cynscorion.com/v-web/b2/index.php",1,"BlogCatalog"
929,"d-42.com",1,"Blogarama"
930,"daddypundit.blogspot.com",1,"BlogCatalog"
931,"dadougster.blogspot.com",1,"Blogarama,BlogCatalog"
932,"dailypundit.com",1,"LabeledManually"
933,"dailyrecycler.com/blog",1,"LabeledManually"
934,"daisycutter.blogspot.com",1,"Blogarama"
935,"dalythoughts.com",1,"BlogPulse"
936,"danieldrezner.com/blog",1,"LabeledManually"
937,"danzfamily.com",1,"BlogCatalog"
938,"dartblog.com",1,"Blogarama"
939,"datingrepublicans.com",1,"BlogCatalog"
940,"deadcantrant.com/blog",1,"Blogarama"
941,"deanesmay.com",1,"BlogPulse"
942,"deansjournal.blogspot.com",1,"BlogCatalog"
943,"decision08.blogspot.com",1,"Blogarama"
944,"denbeste.nu",1,"LabeledManually"
945,"depressedlonelybored.typepad.com",1,"Blogarama"
946,"deserttusk.blogspot.com",1,"Blogarama,eTalkingHead"
947,"devildawg.blogspot.com",1,"Blogarama"
948,"dgci.blog-city.com",1,"Blogarama"
949,"dgci.net",1,"BlogCatalog,eTalkingHead"
950,"diggersrealm.com/mt",1,"LabeledManually"
951,"dilusionl.blogspot.com",1,"BlogCatalog"
952,"diplomadic.blogspot.com",1,"Blogarama"
953,"discerningtexan.blogspot.com",1,"eTalkingHead"
954,"discountblogger.com",1,"Blogarama"
955,"disintegrator.blogspot.com",1,"Blogarama"
956,"dissectleft.blogspot.com",1,"eTalkingHead"
957,"dividedloyalties.net",1,"Blogarama"
958,"dizzy-girl.net/index.php",1,"BlogCatalog"
959,"dmobley.blogspot.com",1,"Blogarama,BlogCatalog"
960,"dogwooddreams.com/serendipity",1,"BlogCatalog"
961,"donaldsensing.com",1,"LabeledManually"
962,"downtownlad.blogspot.com",1,"BlogCatalog"
963,"drudgereport.com",1,"LabeledManually"
964,"drumwaster.com",1,"eTalkingHead"
965,"drunkensamurai.blogspot.com",1,"Blogarama"
966,"dummocrats.com",1,"Blogarama"
967,"dynamist.com/weblog",1,"LabeledManually"
968,"economicswithaface.com/weblog",1,"BlogCatalog"
969,"edmondthehun.blogspot.com",1,"BlogCatalog"
970,"eeg3.com",1,"Blogarama"
971,"ejectejecteject.com",1,"LabeledManually"
972,"electionprojection.com",1,"eTalkingHead"
973,"electricvenom.com",1,"LabeledManually"
974,"elevendayempire.com/movabletype",1,"eTalkingHead"
975,"emilythedog.blogspot.com",1,"Blogarama"
976,"epubguy.blogs.com/epubguy",1,"Blogarama"
977,"erickohn.com",1,"Blogarama,eTalkingHead"
978,"erikack.blogspot.com",1,"BlogCatalog"
979,"etalkinghead.com",1,"Blogarama"
980,"evangelicaloutpost.com",1,"eTalkingHead"
981,"everythingiknowiswrong.com",1,"eTalkingHead"
982,"evilpundit.com",1,"eTalkingHead"
983,"fearfulsymmetry.blogspot.com",1,"Blogarama"
984,"firstdownpolitics.com",1,"Blogarama,BlogCatalog"
985,"flyinspacemonkey.mu.nu",1,"BlogCatalog"
986,"fooswah.com",1,"BlogCatalog"
987,"franklog.com",1,"Blogarama"
988,"fraterslibertas.com",1,"LabeledManually"
989,"freedomofthought.com",1,"eTalkingHead"
990,"freerepublic.com",1,"LabeledManually"
991,"fringeblog.com",1,"Blogarama"
992,"fritzs-thoughts.blogspot.com",1,"Blogarama"
993,"gaypatriot.blogspot.com",1,"eTalkingHead"
994,"gccpundit.blogspot.com",1,"eTalkingHead"
995,"gcruse.typepad.com",1,"Blogarama"
996,"georgewbush.com",1,"BlogPulse"
997,"georgewbush.com/blog",1,"CampaignLine"
998,"gerberatetra.blogspot.com",1,"Blogarama"
999,"getdexview.barrennorth.com",1,"BlogCatalog"
1000,"gevkaffeegal.typepad.com/the_alliance",1,"LabeledManually"
1001,"ghostofaflea.com",1,"LabeledManually"
1002,"gillaand.blogspot.com",1,"Blogarama"
1003,"gindy.blogspot.com",1,"Blogarama"
