"from","to","weight"
"Bivalves","Puffer",0.02308697
"Bivalves","Other Demersal Fishes",1.369722e-05
"Bivalves","Greeb",1.042624e-05
"Bivalves","Big Herons & Egrets",0.0005131348
"Bivalves","Small Herons & Egrets",0.0003311866
"Bivalves","Ibis",0.0002535008
"Bivalves","Roseate Spoonbill",0.0001778595
"Bivalves","Herbivorous Ducks",0.0003107429
"Bivalves","Omnivorous Ducks",0.001310436
"Bivalves","Predatory Ducks",2.156802e-05
"Bivalves","Gruiformes",0.0005356227
"Bivalves","Small Shorebirds",0.0001819482
"Bivalves","Gulls & Terns",0.0004262494
"Bivalves","Loggerhead Turtle",0.0004211385
"Bivalves","Hawksbill Turtle",4.794028e-07
"Bivalves","Dolphin",6.879277e-05
"Bivalves","Manatee",0.0001788816
"Bivalves","Benthic POC",0.3838443
"Detritivorous Gastropods","Echinoderma",0.003712812
"Detritivorous Gastropods","Predatory Gastropods",0.0213942
"Detritivorous Gastropods","Predatory Shrimp",0.03339564
"Detritivorous Gastropods","Lobster",0.006017279
"Detritivorous Gastropods","Stone Crab",1.935049e-05
"Detritivorous Gastropods","Sharks",1.521135e-05
"Detritivorous Gastropods","Rays",0.00176224
"Detritivorous Gastropods","Bonefish",5.184277e-05
"Detritivorous Gastropods","Sardines",0.004552023
"Detritivorous Gastropods","Anchovy",4.718623e-05
"Detritivorous Gastropods","Catfish",0.0001241743
"Detritivorous Gastropods","Other Killifish",0.0001541831
"Detritivorous Gastropods","Goldspotted killifish",0.0126844
"Detritivorous Gastropods","Rainwater killifish",0.001055481
"Detritivorous Gastropods","Gulf Pipefish",0.0003756272
"Detritivorous Gastropods","Pompano",4.159839e-05
"Detritivorous Gastropods","Mojarra",0.000352862
"Detritivorous Gastropods","Grunt",0.0002255833
"Detritivorous Gastropods","Porgy",1.552179e-05
"Detritivorous Gastropods","Pinfish",0.0002990531
"Detritivorous Gastropods","Red Drum",2.390355e-05
"Detritivorous Gastropods","Filefishes",0.0007357327
"Detritivorous Gastropods","Puffer",0.009097837
"Detritivorous Gastropods","Other Demersal Fishes",8.847419e-05
"Detritivorous Gastropods","Big Herons & Egrets",0.0003280271
"Detritivorous Gastropods","Small Herons & Egrets",0.0002110963
"Detritivorous Gastropods","Ibis",0.0001624614
"Detritivorous Gastropods","Roseate Spoonbill",0.0001138264
"Detritivorous Gastropods","Herbivorous Ducks",0.0001986789
"Detritivorous Gastropods","Omnivorous Ducks",0.0008381765
"Detritivorous Gastropods","Predatory Ducks",1.376265e-05
"Detritivorous Gastropods","Gruiformes",0.0003425141
"Detritivorous Gastropods","Small Shorebirds",0.000115896
"Detritivorous Gastropods","Gulls & Terns",0.0002721487
"Detritivorous Gastropods","Loggerhead Turtle",8.071329e-05
"Detritivorous Gastropods","Hawksbill Turtle",9.17855e-08
"Detritivorous Gastropods","Manatee",1.148612e-05
"Detritivorous Gastropods","Benthic POC",0.07500438
"Epiphytic Gastropods","Stone Crab",2.456652e-06
"Epiphytic Gastropods","Sharks",1.760601e-06
"Epiphytic Gastropods","Rays",0.0002231459
"Epiphytic Gastropods","Bonefish",6.581781e-06
"Epiphytic Gastropods","Sardines",0.0005251094
"Epiphytic Gastropods","Anchovy",5.988089e-06
"Epiphytic Gastropods","Catfish",4.268433e-05
"Epiphytic Gastropods","Goldspotted killifish",0.001610131
"Epiphytic Gastropods","Mojarra",4.473154e-05
"Epiphytic Gastropods","Grunt",2.855858e-05
"Epiphytic Gastropods","Porgy",1.975558e-06
"Epiphytic Gastropods","Pinfish",3.787339e-05
"Epiphytic Gastropods","Red Drum",1.514935e-05
"Epiphytic Gastropods","Filefishes",9.30457e-05
"Epiphytic Gastropods","Puffer",0.001282577
"Epiphytic Gastropods","Other Demersal Fishes",1.125966e-05
"Epiphytic Gastropods","Ibis",2.282639e-05
"Epiphytic Gastropods","Herbivorous Ducks",2.794442e-05
"Epiphytic Gastropods","Omnivorous Ducks",0.0001177146
"Epiphytic Gastropods","Gruiformes",4.831416e-05
"Epiphytic Gastropods","Small Shorebirds",1.637768e-05
"Epiphytic Gastropods","Gulls & Terns",3.838519e-05
"Epiphytic Gastropods","Loggerhead Turtle",1.136202e-05
"Epiphytic Gastropods","Benthic POC",0.01442976
"Predatory Gastropods","Stone Crab",2.471903e-06
"Predatory Gastropods","Sharks",2.070761e-06
"Predatory Gastropods","Rays",0.0002255069
"Predatory Gastropods","Bonefish",6.635107e-06
"Predatory Gastropods","Sardines",0.0005832823
"Predatory Gastropods","Anchovy",6.049657e-06
"Predatory Gastropods","Catfish",4.304147e-05
"Predatory Gastropods","Pompano",5.323264e-06
"Predatory Gastropods","Mojarra",4.52098e-05
"Predatory Gastropods","Grunt",2.883887e-05
"Predatory Gastropods","Porgy",1.994869e-06
"Predatory Gastropods","Pinfish",3.827112e-05
"Predatory Gastropods","Red Drum",1.528677e-05
"Predatory Gastropods","Filefishes",0.0007708433
"Predatory Gastropods","Puffer",0.00116548
"Predatory Gastropods","Other Demersal Fishes",1.138376e-05
"Predatory Gastropods","Herbivorous Ducks",2.536953e-05
"Predatory Gastropods","Omnivorous Ducks",0.0001073326
"Predatory Gastropods","Gruiformes",4.39088e-05
"Predatory Gastropods","Small Shorebirds",1.48531e-05
"Predatory Gastropods","Gulls & Terns",3.491021e-05
"Predatory Gastropods","Loggerhead Turtle",1.033212e-05
"Predatory Gastropods","Benthic POC",0.0111344
"Detritivorous Polychaetes","Predatory Polychaetes",0.1228382
"Detritivorous Polychaetes","Predatory Shrimp",0.0812204
"Detritivorous Polychaetes","Omnivorous Crabs",0.01168215
"Detritivorous Polychaetes","Rays",0.009535977
"Detritivorous Polychaetes","Bonefish",0.0002808548
"Detritivorous Polychaetes","Catfish",0.001940817
"Detritivorous Polychaetes","Eels",2.607219e-05
"Detritivorous Polychaetes","Goldspotted killifish",0.002846801
"Detritivorous Polychaetes","Pompano",0.0002254892
"Detritivorous Polychaetes","Mojarra",0.005510391
"Detritivorous Polychaetes","Grunt",0.007224713
"Detritivorous Polychaetes","Porgy",0.0001137512
"Detritivorous Polychaetes","Pinfish",0.00802198
"Detritivorous Polychaetes","Scianids",0.002273011
"Detritivorous Polychaetes","Parrotfish",1.439507e-05
"Detritivorous Polychaetes","Code Goby",0.008007885
"Detritivorous Polychaetes","Clown Goby",0.0008184049
"Detritivorous Polychaetes","Flatfish",0.0007217667
"Detritivorous Polychaetes","Filefishes",0.00398532
"Detritivorous Polychaetes","Puffer",0.00109322
"Detritivorous Polychaetes","Other Demersal Fishes",0.0004791644
"Detritivorous Polychaetes","Big Herons & Egrets",0.0003553468
"Detritivorous Polychaetes","Small Herons & Egrets",0.0002285091
"Detritivorous Polychaetes","Ibis",0.0001751568
"Detritivorous Polychaetes","Roseate Spoonbill",0.0001228111
"Detritivorous Polychaetes","Herbivorous Ducks",5.365434e-05
"Detritivorous Polychaetes","Omnivorous Ducks",0.0004529916
"Detritivorous Polychaetes","Predatory Ducks",7.479396e-06
"Detritivorous Polychaetes","Gruiformes",0.0003704465
"Detritivorous Polychaetes","Small Shorebirds",0.0002093828
"Detritivorous Polychaetes","Gulls & Terns",0.0004912443
"Detritivorous Polychaetes","Loggerhead Turtle",0.000145964
"Detritivorous Polychaetes","Hawksbill Turtle",1.660969e-07
"Detritivorous Polychaetes","Manatee",6.190885e-05
"Detritivorous Polychaetes","Benthic POC",0.6525033
"Predatory Polychaetes","Predatory Shrimp",0.1632525
"Predatory Polychaetes","Omnivorous Crabs",0.009600743
"Predatory Polychaetes","Rays",0.007836944
"Predatory Polychaetes","Bonefish",0.0002309492
"Predatory Polychaetes","Catfish",0.001143505
"Predatory Polychaetes","Eels",2.145988e-05
"Predatory Polychaetes","Goldspotted killifish",0.002339127
"Predatory Polychaetes","Pompano",0.0001849637
"Predatory Polychaetes","Mojarra",0.004528035
"Predatory Polychaetes","Grunt",0.005937234
"Predatory Polychaetes","Porgy",9.309502e-05
"Predatory Polychaetes","Pinfish",0.006592271
"Predatory Polychaetes","Scianids",0.001868032
"Predatory Polychaetes","Parrotfish",1.185403e-05
"Predatory Polychaetes","Code Goby",0.006581031
"Predatory Polychaetes","Clown Goby",0.0006734316
"Predatory Polychaetes","Flatfish",0.0006141614
"Predatory Polychaetes","Filefishes",0.003275187
"Predatory Polychaetes","Puffer",0.0009983955
"Predatory Polychaetes","Other Demersal Fishes",0.0003934312
"Predatory Polychaetes","Greeb",1.645258e-05
"Predatory Polychaetes","Big Herons & Egrets",0.000323942
"Predatory Polychaetes","Small Herons & Egrets",0.0002094893
"Predatory Polychaetes","Ibis",0.0001604382
"Predatory Polychaetes","Roseate Spoonbill",0.0001124089
"Predatory Polychaetes","Herbivorous Ducks",4.905116e-05
"Predatory Polychaetes","Omnivorous Ducks",0.0004138692
"Predatory Polychaetes","Predatory Ducks",6.826287e-06
"Predatory Polychaetes","Gruiformes",0.0003382486
"Predatory Polychaetes","Small Shorebirds",0.0001910951
"Predatory Polychaetes","Gulls & Terns",0.0004486137
"Predatory Polychaetes","Loggerhead Turtle",0.0001328469
"Predatory Polychaetes","Hawksbill Turtle",1.512411e-07
"Predatory Polychaetes","Manatee",5.651102e-05
"Predatory Polychaetes","Benthic POC",0.2607355
"Suspension Feeding Polych","Predatory Polychaetes",0.1407042
"Suspension Feeding Polych","Omnivorous Crabs",0.01283639
"Suspension Feeding Polych","Rays",0.00493214
"Suspension Feeding Polych","Bonefish",0.0001452987
"Suspension Feeding Polych","Catfish",0.00104114
"Suspension Feeding Polych","Eels",1.352781e-05
"Suspension Feeding Polych","Goldspotted killifish",0.001472026
"Suspension Feeding Polych","Rainwater killifish",0.001102266
"Suspension Feeding Polych","Pompano",0.000116239
"Suspension Feeding Polych","Mojarra",0.002849858
"Suspension Feeding Polych","Grunt",0.003735679
"Suspension Feeding Polych","Porgy",5.85203e-05
"Suspension Feeding Polych","Pinfish",0.004148528
"Suspension Feeding Polych","Scianids",0.001175416
"Suspension Feeding Polych","Parrotfish",7.425264e-06
"Suspension Feeding Polych","Code Goby",0.004141514
"Suspension Feeding Polych","Clown Goby",0.0004238713
"Suspension Feeding Polych","Flatfish",0.0003717642
"Suspension Feeding Polych","Filefishes",0.00204821
"Suspension Feeding Polych","Puffer",0.0006282916
"Suspension Feeding Polych","Other Demersal Fishes",0.0002465068
"Suspension Feeding Polych","Greeb",8.487447e-06
"Suspension Feeding Polych","Big Herons & Egrets",0.000167344
"Suspension Feeding Polych","Small Herons & Egrets",0.0001072204
"Suspension Feeding Polych","Ibis",8.246954e-05
"Suspension Feeding Polych","Roseate Spoonbill",5.771865e-05
"Suspension Feeding Polych","Herbivorous Ducks",2.525191e-05
"Suspension Feeding Polych","Omnivorous Ducks",0.0002134388
"Suspension Feeding Polych","Predatory Ducks",3.51723e-06
"Suspension Feeding Polych","Gruiformes",0.0001743584
"Suspension Feeding Polych","Small Shorebirds",9.85025e-05
"Suspension Feeding Polych","Gulls & Terns",0.0002314758
"Suspension Feeding Polych","Loggerhead Turtle",6.84407e-05
"Suspension Feeding Polych","Hawksbill Turtle",7.786006e-08
"Suspension Feeding Polych","Manatee",2.915994e-05
"Suspension Feeding Polych","Benthic POC",0.1418817
"Macrobenthos","Predatory Polychaetes",0.06249325
"Macrobenthos","Pink Shrimp",0.004827263
"Macrobenthos","Lobster",0.006916722
"Macrobenthos","Rays",0.002253338
"Macrobenthos","Bonefish",6.626861e-05
"Macrobenthos","Sardines",0.003479358
"Macrobenthos","Anchovy",2.34552e-07
"Macrobenthos","Catfish",0.007330517
"Macrobenthos","Other Killifish",0.0001976792
"Macrobenthos","Goldspotted killifish",0.01203077
"Macrobenthos","Rainwater killifish",0.0002212368
"Macrobenthos","Pompano",5.326071e-05
"Macrobenthos","Mojarra",0.0002458187
"Macrobenthos","Grunt",8.480744e-05
"Macrobenthos","Pinfish",0.02801923
"Macrobenthos","Scianids",0.0001218851
"Macrobenthos","Spadefish",0.002247192
"Macrobenthos","Parrotfish",1.700246e-05
"Macrobenthos","Mullet",0.0001218851
"Macrobenthos","Flatfish",0.0002089459
"Macrobenthos","Puffer",0.002676351
"Macrobenthos","Other Demersal Fishes",0.0001136911
"Macrobenthos","Big Herons & Egrets",0.0004199402
"Macrobenthos","Small Herons & Egrets",0.0002704005
"Macrobenthos","Ibis",0.0002068974
"Macrobenthos","Roseate Spoonbill",0.0001454427
"Macrobenthos","Gruiformes",0.0004383766
"Macrobenthos","Small Shorebirds",0.0001485154
"Macrobenthos","Gulls & Terns",0.0003482431
"Macrobenthos","Manatee",1.464669e-05
"Macrobenthos","Benthic POC",0.217231
"Benthic Crustaceans","Other Cnidaridae",0.0007925035
"Benthic Crustaceans","Echinoderma",9.369758e-05
"Benthic Crustaceans","Predatory Polychaetes",0.01596837
"Benthic Crustaceans","Pink Shrimp",0.0006585003
"Benthic Crustaceans","Lobster",0.001038525
"Benthic Crustaceans","Omnivorous Crabs",0.02456552
"Benthic Crustaceans","Rays",0.005983035
"Benthic Crustaceans","Bonefish",9.013811e-06
"Benthic Crustaceans","Sardines",0.0003758372
"Benthic Crustaceans","Anchovy",3.789779e-06
"Benthic Crustaceans","Catfish",0.004190742
"Benthic Crustaceans","Other Killifish",2.690534e-05
"Benthic Crustaceans","Goldspotted killifish",0.008519675
"Benthic Crustaceans","Rainwater killifish",3.004604e-05
"Benthic Crustaceans","Snook",6.448906e-07
"Benthic Crustaceans","Other Horsefish",5.914987e-05
"Benthic Crustaceans","Gulf Pipefish",0.0009181316
"Benthic Crustaceans","Dwarf Seahorse",2.030987e-05
"Benthic Crustaceans","Pompano",7.255019e-06
"Benthic Crustaceans","Mojarra",0.002817209
"Benthic Crustaceans","Grunt",0.0003213984
"Benthic Crustaceans","Porgy",6.899073e-06
"Benthic Crustaceans","Pinfish",0.002701003
"Benthic Crustaceans","Scianids",1.821606e-05
"Benthic Crustaceans","Red Drum",0.0008793963
"Benthic Crustaceans","Spadefish",0.0003067418
"Benthic Crustaceans","Mullet",1.737855e-05
"Benthic Crustaceans","Blennies",0.0002889445
"Benthic Crustaceans","Code Goby",0.01659651
"Benthic Crustaceans","Clown Goby",0.0003161639
"Benthic Crustaceans","Flatfish",5.967332e-05
"Benthic Crustaceans","Puffer",0.003074746
"Benthic Crustaceans","Other Demersal Fishes",1.612227e-05
"Benthic Crustaceans","Benthic POC",0.03047736
"Detritivorous Amphipods","Other Cnidaridae",0.006559315
"Detritivorous Amphipods","Echinoderma",0.0007761142
"Detritivorous Amphipods","Predatory Polychaetes",0.01595427
"Detritivorous Amphipods","Predatory Shrimp",0.1021155
"Detritivorous Amphipods","Lobster",0.00754044
"Detritivorous Amphipods","Omnivorous Crabs",0.0215743
"Detritivorous Amphipods","Stone Crab",0.001421481
"Detritivorous Amphipods","Sardines",0.001712263
"Detritivorous Amphipods","Anchovy",1.673562e-05
"Detritivorous Amphipods","Bay Anchovy",0.005023823
"Detritivorous Amphipods","Eels",3.001951e-05
"Detritivorous Amphipods","Needlefish",0.002057435
"Detritivorous Amphipods","Other Killifish",0.0002907813
"Detritivorous Amphipods","Goldspotted killifish",0.002501974
"Detritivorous Amphipods","Rainwater killifish",0.001808492
"Detritivorous Amphipods","Snook",6.9662e-06
"Detritivorous Amphipods","Silverside",0.0002447584
"Detritivorous Amphipods","Other Horsefish",0.003606525
"Detritivorous Amphipods","Gulf Pipefish",0.002894216
"Detritivorous Amphipods","Dwarf Seahorse",0.001238436
"Detritivorous Amphipods","Mojarra",0.0005972522
"Detritivorous Amphipods","Grunt",0.0023524
"Detritivorous Amphipods","Porgy",5.041604e-05
"Detritivorous Amphipods","Pinfish",0.01575449
"Detritivorous Amphipods","Scianids",0.0009602059
"Detritivorous Amphipods","Spotted Seatrout",0.0003420341
"Detritivorous Amphipods","Red Drum",0.0001108734
"Detritivorous Amphipods","Spadefish",0.002449675
"Detritivorous Amphipods","Mullet",0.0001328389
"Detritivorous Amphipods","Blennies",0.002209101
"Detritivorous Amphipods","Code Goby",0.02138079
"Detritivorous Amphipods","Clown Goby",0.00218609
"Detritivorous Amphipods","Flatfish",0.0004560455
"Detritivorous Amphipods","Puffer",0.00138801
"Detritivorous Amphipods","Other Demersal Fishes",0.0001234252
"Detritivorous Amphipods","Manatee",1.443447e-05
"Detritivorous Amphipods","Benthic POC",0.134341
"Herbivorous Amphipods","Other Cnidaridae",0.007255004
"Herbivorous Amphipods","Echinoderma",0.0008579613
"Herbivorous Amphipods","Predatory Polychaetes",0.04352584
"Herbivorous Amphipods","Predatory Shrimp",0.07597665
"Herbivorous Amphipods","Lobster",0.008340011
"Herbivorous Amphipods","Omnivorous Crabs",0.02385865
"Herbivorous Amphipods","Sardines",0.001893793
"Herbivorous Amphipods","Anchovy",1.851941e-05
"Herbivorous Amphipods","Bay Anchovy",0.005555823
"Herbivorous Amphipods","Eels",3.327215e-05
"Herbivorous Amphipods","Needlefish",0.004501158
"Herbivorous Amphipods","Other Killifish",0.0004771102
"Herbivorous Amphipods","Goldspotted killifish",0.004104612
"Herbivorous Amphipods","Rainwater killifish",0.003626456
"Herbivorous Amphipods","Snook",1.140461e-05
"Herbivorous Amphipods","Silverside",0.0002709902
"Herbivorous Amphipods","Other Horsefish",0.005244027
"Herbivorous Amphipods","Gulf Pipefish",0.004208195
"Herbivorous Amphipods","Dwarf Seahorse",0.001800672
"Herbivorous Amphipods","Mojarra",0.0006612579
"Herbivorous Amphipods","Grunt",0.002602134
"Herbivorous Amphipods","Porgy",5.576748e-05
"Herbivorous Amphipods","Pinfish",0.01742603
"Herbivorous Amphipods","Scianids",0.001061989
"Herbivorous Amphipods","Spotted Seatrout",0.0003787585
"Herbivorous Amphipods","Red Drum",0.0001234627
"Herbivorous Amphipods","Spadefish",0.002709902
"Herbivorous Amphipods","Mullet",0.0001475275
"Herbivorous Amphipods","Blennies",0.002443097
"Herbivorous Amphipods","Code Goby",0.02364834
"Herbivorous Amphipods","Clown Goby",0.002417986
"Herbivorous Amphipods","Flatfish",0.0005043139
"Herbivorous Amphipods","Puffer",0.00153596
"Herbivorous Amphipods","Other Demersal Fishes",0.0001360183
"Herbivorous Amphipods","Manatee",1.946107e-05
"Herbivorous Amphipods","Benthic POC",0.1485916
"Isopods","Other Cnidaridae",0.01622049
"Isopods","Echinoderma",0.00182673
"Isopods","Predatory Polychaetes",0.0610384
"Isopods","Lobster",0.0177601
"Isopods","Bonefish",0.000170068
"Isopods","Sardines",0.003774509
"Isopods","Anchovy",3.841536e-06
"Isopods","Bay Anchovy",0.01183173
"Isopods","Other Killifish",0.0005072028
"Isopods","Rainwater killifish",0.0005942376
"Isopods","Snook",1.210484e-05
"Isopods","Silverside",0.0006342536
"Isopods","Other Horsefish",5.382152e-05
"Isopods","Gulf Pipefish",0.0009293716
"Isopods","Dwarf Seahorse",1.85074e-05
"Isopods","Pompano",0.0001370548
"Isopods","Other Snapper",0.00172569
"Isopods","Mojarra",0.002036814
"Isopods","Grunt",0.005540215
"Isopods","Porgy",0.0001190476
"Isopods","Pinfish",0.0006772708
"Isopods","Scianids",0.002261905
"Isopods","Red Drum",0.0001310524
"Isopods","Spadefish",0.005770307
"Isopods","Mullet",0.0003131252
"Isopods","Blennies",0.00260104
"Isopods","Flatfish",0.0005372148
"Isopods","Other Demersal Fishes",0.0002911164
"Isopods","Manatee",3.731492e-05
"Isopods","Benthic POC",0.1455532
"Herbivorous Shrimp","Other Cnidaridae",0.02562061
"Herbivorous Shrimp","Predatory Shrimp",0.1720592
"Herbivorous Shrimp","Predatory Crabs",0.000225437
"Herbivorous Shrimp","Callinectus sapidus",0.001390195
"Herbivorous Shrimp","Bonefish",0.0002457466
"Herbivorous Shrimp","Sardines",0.002114233
"Herbivorous Shrimp","Anchovy",0.0001188114
"Herbivorous Shrimp","Bay Anchovy",0.01345311
"Herbivorous Shrimp","Lizardfish",0.001711087
"Herbivorous Shrimp","Catfish",0.0001309972
"Herbivorous Shrimp","Eels",0.0009443982
"Herbivorous Shrimp","Toadfish",0.004503662
"Herbivorous Shrimp","Brotalus",0.001671483
"Herbivorous Shrimp","Needlefish",0.005688729
"Herbivorous Shrimp","Other Killifish",0.000731147
"Herbivorous Shrimp","Goldspotted killifish",0.02067623
"Herbivorous Shrimp","Rainwater killifish",0.0008570667
"Herbivorous Shrimp","Snook",3.828367e-05
"Herbivorous Shrimp","Silverside",0.0001309972
"Herbivorous Shrimp","Other Horsefish",0.0003208923
"Herbivorous Shrimp","Gulf Pipefish",0.001976128
"Herbivorous Shrimp","Dwarf Seahorse",0.0001106875
"Herbivorous Shrimp","Grouper",2.376228e-05
"Herbivorous Shrimp","Jacks",0.0002051273
"Herbivorous Shrimp","Pompano",0.0001970035
"Herbivorous Shrimp","Other Snapper",0.00119116
"Herbivorous Shrimp","Gray Snapper",0.000923073
"Herbivorous Shrimp","Mojarra",0.0004620443
"Herbivorous Shrimp","Grunt",0.002197503
"Herbivorous Shrimp","Porgy",7.291161e-05
"Herbivorous Shrimp","Pinfish",6.854502e-05
"Herbivorous Shrimp","Scianids",0.007375445
"Herbivorous Shrimp","Spotted Seatrout",0.002101032
"Herbivorous Shrimp","Red Drum",0.0002833194
"Herbivorous Shrimp","Spadefish",0.004160429
"Herbivorous Shrimp","Blennies",0.0006884967
"Herbivorous Shrimp","Flatfish",0.0008448809
"Herbivorous Shrimp","Puffer",0.001535409
"Herbivorous Shrimp","Other Pelagic Fishes",7.595805e-05
"Herbivorous Shrimp","Other Demersal Fishes",0.000419394
"Herbivorous Shrimp","Loon",1.167804e-06
"Herbivorous Shrimp","Greeb",1.573997e-05
"Herbivorous Shrimp","Pelican",0.001877626
"Herbivorous Shrimp","Comorant",0.0003320626
"Herbivorous Shrimp","Big Herons & Egrets",0.001544548
"Herbivorous Shrimp","Small Herons & Egrets",0.0009951723
"Herbivorous Shrimp","Ibis",0.0007626269
"Herbivorous Shrimp","Roseate Spoonbill",0.0005341435
"Herbivorous Shrimp","Herbivorous Ducks",0.0004671217
"Herbivorous Shrimp","Omnivorous Ducks",0.001972066
"Herbivorous Shrimp","Predatory Ducks",3.249542e-05
"Herbivorous Shrimp","Gruiformes",0.00161157
"Herbivorous Shrimp","Small Shorebirds",0.0005463293
"Herbivorous Shrimp","Gulls & Terns",0.001281538
"Herbivorous Shrimp","Kingfisher",6.235059e-06
"Herbivorous Shrimp","Crocodiles",0.0004133012
"Herbivorous Shrimp","Loggerhead Turtle",0.0007595805
"Herbivorous Shrimp","Hawksbill Turtle",8.641751e-07
"Herbivorous Shrimp","Dolphin",2.071583e-05
"Herbivorous Shrimp","Manatee",5.382054e-05
"Herbivorous Shrimp","Water POC",0.8107354
"Predatory Shrimp","Other Cnidaridae",0.0118653
"Predatory Shrimp","Predatory Crabs",0.001559403
"Predatory Shrimp","Callinectus sapidus",0.009623526
"Predatory Shrimp","Sharks",2.087134e-06
"Predatory Shrimp","Rays",0.004254293
"Predatory Shrimp","Bonefish",0.0001254443
"Predatory Shrimp","Sardines",0.002155263
"Predatory Shrimp","Anchovy",0.0001211187
"Predatory Shrimp","Bay Anchovy",0.006859426
"Predatory Shrimp","Lizardfish",0.003805505
"Predatory Shrimp","Catfish",0.0002909011
"Predatory Shrimp","Eels",0.0004812304
"Predatory Shrimp","Toadfish",0.002295848
"Predatory Shrimp","Brotalus",0.0008521563
"Predatory Shrimp","Needlefish",0.001897886
"Predatory Shrimp","Other Killifish",7.450961e-05
"Predatory Shrimp","Goldspotted killifish",0.002107681
"Predatory Shrimp","Rainwater killifish",0.0005093472
"Predatory Shrimp","Snook",1.957364e-05
"Predatory Shrimp","Silverside",6.693969e-05
"Predatory Shrimp","Other Horsefish",0.0001632939
"Predatory Shrimp","Gulf Pipefish",0.0005039402
"Predatory Shrimp","Dwarf Seahorse",5.623367e-05
"Predatory Shrimp","Grouper",1.211187e-05
"Predatory Shrimp","Jacks",0.0001047893
"Predatory Shrimp","Pompano",0.0001004636
"Predatory Shrimp","Other Snapper",0.001268502
"Predatory Shrimp","Gray Snapper",0.0009830077
"Predatory Shrimp","Mojarra",0.00025954
"Predatory Shrimp","Grunt",0.003664921
"Predatory Shrimp","Porgy",5.612552e-05
"Predatory Shrimp","Pinfish",3.492976e-05
"Predatory Shrimp","Scianids",0.003760086
"Predatory Shrimp","Spotted Seatrout",0.002875487
"Predatory Shrimp","Red Drum",0.0001924922
"Predatory Shrimp","Spadefish",0.002827904
"Predatory Shrimp","Blennies",0.0004682534
"Predatory Shrimp","Flatfish",0.0005742323
"Predatory Shrimp","Puffer",0.004535461
"Predatory Shrimp","Other Pelagic Fishes",3.871472e-05
"Predatory Shrimp","Other Demersal Fishes",0.0002141205
"Predatory Shrimp","Loon",5.926163e-07
"Predatory Shrimp","Greeb",8.002484e-06
"Predatory Shrimp","Pelican",0.0009570537
"Predatory Shrimp","Comorant",0.000168701
"Predatory Shrimp","Big Herons & Egrets",0.0007872714
"Predatory Shrimp","Small Herons & Egrets",0.0005071844
"Predatory Shrimp","Ibis",0.0003882286
"Predatory Shrimp","Roseate Spoonbill",0.000272517
"Predatory Shrimp","Herbivorous Ducks",0.0002379117
"Predatory Shrimp","Omnivorous Ducks",0.001004636
"Predatory Shrimp","Predatory Ducks",1.654567e-05
"Predatory Shrimp","Gruiformes",0.0008218767
"Predatory Shrimp","Small Shorebirds",0.0002790055
"Predatory Shrimp","Gulls & Terns",0.0006531756
"Predatory Shrimp","Kingfisher",3.179365e-06
"Predatory Shrimp","Crocodiles",0.0002108762
"Predatory Shrimp","Loggerhead Turtle",0.0003871472
"Predatory Shrimp","Hawksbill Turtle",4.41218e-07
"Predatory Shrimp","Dolphin",1.055463e-05
"Predatory Shrimp","Manatee",2.746798e-05
"Predatory Shrimp","Benthic POC",0.2590306
"Pink Shrimp","Sharks",7.609493e-05
"Pink Shrimp","Rays",0.005994746
"Pink Shrimp","Bonefish",0.0001766129
"Pink Shrimp","Sardines",0.0007589309
"Pink Shrimp","Anchovy",4.279078e-05
"Pink Shrimp","Bay Anchovy",0.002416064
"Pink Shrimp","Lizardfish",0.002566438
"Pink Shrimp","Catfish",0.0001967972
"Pink Shrimp","Eels",0.0006781935
"Pink Shrimp","Toadfish",0.003235549
"Pink Shrimp","Brotalus",0.001200968
"Pink Shrimp","Goldspotted killifish",0.002971133
"Pink Shrimp","Snook",2.755161e-05
"Pink Shrimp","Silverside",2.361567e-05
"Pink Shrimp","Other Horsefish",0.0002311106
"Pink Shrimp","Gulf Pipefish",0.0007094792
"Pink Shrimp","Dwarf Seahorse",7.92235e-05
"Pink Shrimp","Grouper",1.705576e-05
"Pink Shrimp","Jacks",0.0001473456
"Pink Shrimp","Pompano",0.0001412903
"Pink Shrimp","Other Snapper",0.001787323
"Pink Shrimp","Gray Snapper",0.001384645
"Pink Shrimp","Mojarra",0.0003320323
"Pink Shrimp","Grunt",0.001578415
"Pink Shrimp","Porgy",5.237834e-05
"Pink Shrimp","Pinfish",4.924977e-05
"Pink Shrimp","Scianids",0.005297378
"Pink Shrimp","Spotted Seatrout",0.002316152
"Pink Shrimp","Red Drum",0.0004077235
"Pink Shrimp","Spadefish",0.00597759
"Pink Shrimp","Blennies",0.0009890322
"Pink Shrimp","Flatfish",0.001213078
"Pink Shrimp","Other Pelagic Fishes",5.459862e-05
"Pink Shrimp","Other Demersal Fishes",0.0003007465
"Pink Shrimp","Loon",8.356313e-07
"Pink Shrimp","Greeb",9.244424e-06
"Pink Shrimp","Pelican",0.001106101
"Pink Shrimp","Comorant",0.000195788
"Pink Shrimp","Big Herons & Egrets",0.0009103133
"Pink Shrimp","Small Herons & Egrets",0.0005863548
"Pink Shrimp","Ibis",0.0004491014
"Pink Shrimp","Roseate Spoonbill",0.0003148756
"Pink Shrimp","Herbivorous Ducks",0.0002745069
"Pink Shrimp","Omnivorous Ducks",0.001161608
